,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films_y,anneeSortie,nbVotes
210,nm0000260,5,0,0,0,4,5,0,3,0,15,1,1,1,2,1,0,2,1,2,1,6,0,0,18,2000.0,145736.0
211,nm0000261,3,0,0,3,0,2,0,2,0,9,0,1,0,1,0,0,1,5,2,0,1,0,0,13,1988.0,165558.0
212,nm0000262,3,0,0,2,0,3,0,4,1,5,0,0,1,0,2,1,3,3,4,0,5,0,0,10,1983.0,57768.0
213,nm0000263,2,0,0,1,0,6,0,2,0,1,1,0,0,0,1,0,0,5,2,0,3,0,0,9,1991.0,24726.0
214,nm0000266,6,0,0,6,0,6,0,1,0,3,0,1,1,0,1,1,0,4,1,0,1,0,2,11,1967.0,23913.0
215,nm0000267,0,0,2,3,2,15,2,0,0,11,7,3,1,1,0,6,1,15,0,0,3,0,0,20,1982.0,100813.0
216,nm0000268,6,0,0,3,0,13,3,6,0,15,1,0,1,1,2,4,2,7,0,0,5,0,3,24,1980.0,14036.0
217,nm0000270,0,0,0,0,0,1,0,1,0,4,1,0,0,0,1,0,0,2,1,0,2,0,0,5,1994.0,78695.0
218,nm0000271,8,0,0,3,0,3,0,5,0,8,0,0,0,0,0,0,3,4,0,0,5,0,0,12,1988.0,40331.0
219,nm0000272,0,0,0,1,3,23,3,4,1,39,1,2,0,4,1,4,2,19,0,0,3,1,0,48,2003.0,4411.0
220,nm0000273,6,0,1,5,2,17,0,7,0,17,3,0,3,1,0,0,3,6,2,1,9,0,0,31,1995.0,61929.0
221,nm0000274,4,0,0,3,0,9,0,6,0,7,1,0,0,0,10,0,5,4,0,0,5,0,1,19,2003.0,75346.0
222,nm0000275,5,0,0,2,0,7,0,5,0,11,0,0,1,0,1,0,1,5,1,1,6,0,1,15,1991.0,29623.0
223,nm0000276,3,0,1,4,2,7,0,1,0,9,3,2,1,2,0,0,0,3,2,2,4,0,0,18,2006.0,51044.0
224,nm0000277,4,0,0,6,1,3,0,6,0,15,2,2,4,2,0,0,2,2,1,0,8,0,0,17,1971.0,88993.0
225,nm0000278,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995.0,3439.0
226,nm0000279,4,0,2,4,0,8,0,1,0,4,3,4,0,0,0,0,0,2,2,1,2,0,0,10,2004.0,79919.0
227,nm0000281,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1976.0,20089.0
228,nm0000282,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1996.0,5468.0
229,nm0000283,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,1992.0,15554.0
230,nm0000284,3,0,0,2,0,2,0,3,0,6,1,0,1,0,0,0,1,1,0,0,3,0,0,7,1988.0,123313.0
231,nm0000285,13,0,4,10,2,24,1,12,1,32,5,7,0,3,0,2,6,19,4,1,14,0,0,47,2004.0,64304.0
232,nm0000286,4,0,0,4,0,2,0,2,0,4,0,0,1,0,0,0,1,1,2,0,3,0,1,9,1997.0,136716.0
233,nm0000287,2,0,0,1,0,5,0,2,0,5,1,0,0,0,2,0,1,4,2,0,3,0,0,10,1998.0,26952.0
234,nm0000288,16,0,1,13,9,4,0,12,0,35,4,6,3,6,2,5,5,5,3,0,12,0,1,40,2006.0,416634.0
235,nm0000289,5,0,0,2,3,7,0,6,0,14,1,2,0,0,0,0,4,5,1,1,8,0,2,18,1997.0,19254.0
236,nm0000291,3,0,2,3,2,7,0,3,0,13,2,2,0,2,0,1,2,3,1,0,5,0,0,19,2006.0,57268.0
237,nm0000293,12,0,1,7,0,0,0,7,0,20,3,5,1,2,4,1,6,2,2,1,17,0,0,27,2004.0,153294.0
238,nm0000294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1985.0,83493.0
239,nm0000295,10,0,0,3,1,9,0,9,0,21,0,6,1,1,6,1,8,9,1,0,14,0,0,32,2007.0,94757.0
240,nm0000296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1984.0,25369.0
241,nm0000297,14,0,0,3,1,7,0,12,0,20,1,0,3,1,1,0,6,6,0,2,18,0,3,30,1995.0,44382.0
242,nm0000298,7,0,0,3,0,11,0,3,0,17,0,1,2,1,0,0,1,11,0,0,2,0,3,22,1986.0,29188.0
243,nm0000299,8,0,0,6,0,2,0,4,0,9,1,1,0,0,6,0,2,0,7,1,14,0,0,16,1994.0,131971.0
244,nm0000300,2,0,0,1,3,14,0,6,0,54,3,1,2,6,1,1,5,29,2,0,6,0,0,56,2006.0,27475.0
245,nm0000301,0,0,0,2,0,3,0,2,0,6,2,0,0,0,2,0,2,1,0,0,2,1,0,7,2001.0,209508.0
246,nm0000302,5,0,0,1,0,9,0,7,0,18,0,3,0,1,2,0,6,10,0,0,11,0,0,27,1991.0,8133.0
247,nm0000303,2,0,0,1,0,3,0,0,0,2,0,0,1,0,3,0,1,1,0,0,3,0,1,7,1971.0,31393.0
248,nm0000304,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,4,1980.0,122741.0
249,nm0000305,6,0,20,10,0,20,0,3,0,0,19,7,0,0,0,3,3,3,4,0,0,0,0,20,1980.0,2964.0
250,nm0000306,2,0,2,3,0,3,0,1,0,4,2,1,0,0,0,0,1,2,0,0,1,0,0,5,2008.0,54562.0
251,nm0000307,1,0,4,9,3,11,1,2,1,18,7,6,2,5,3,0,1,12,2,0,1,0,0,28,2006.0,141128.0
252,nm0000308,12,0,1,7,1,3,0,3,0,9,1,2,2,0,2,0,0,1,3,1,3,0,4,18,1974.0,25962.0
253,nm0000309,0,0,0,1,0,0,1,0,0,5,1,1,1,1,1,1,0,1,1,0,0,0,0,6,1982.0,40332.0
254,nm0000310,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1985.0,92267.0
255,nm0000312,1,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,2,0,0,5,2002.0,37140.0
256,nm0000313,17,0,3,15,3,19,0,12,1,39,3,9,1,2,3,2,10,13,9,4,15,0,6,59,1994.0,101255.0
257,nm0000314,32,0,0,15,0,3,0,25,0,36,0,0,3,2,0,0,4,6,1,1,18,1,11,45,1975.0,24652.0
258,nm0000316,0,0,1,3,0,12,3,0,0,2,1,1,1,3,1,0,1,0,3,0,1,0,0,12,1984.0,73802.0
259,nm0000317,4,0,1,4,1,4,1,4,0,8,1,5,0,0,4,0,2,2,1,1,5,0,2,15,2006.0,52561.0
260,nm0000319,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1993.0,27245.0
261,nm0000321,7,0,0,4,1,7,0,8,0,28,2,5,1,3,5,0,8,5,0,1,12,0,1,32,2000.0,74398.0
262,nm0000322,3,0,0,3,0,11,1,4,0,33,0,2,2,1,1,1,2,20,1,0,7,0,0,42,2000.0,15067.0
263,nm0000323,25,0,1,12,3,38,0,33,0,58,3,3,9,5,2,3,14,12,4,1,37,0,0,88,1988.0,102125.0
264,nm0000324,2,0,0,2,0,1,0,2,0,2,0,1,0,0,2,0,1,0,2,0,1,0,0,5,1980.0,6314.0
265,nm0000325,1,0,0,0,0,1,0,8,0,8,0,0,0,0,1,0,2,2,0,0,6,0,0,9,1993.0,19505.0
266,nm0000326,2,0,0,1,0,8,0,3,0,5,1,2,0,0,1,0,0,4,0,0,2,0,0,11,1995.0,51732.0
267,nm0000327,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,9254.0
268,nm0000328,3,0,0,3,1,4,0,0,0,4,0,1,0,0,0,1,1,4,0,0,1,0,0,6,1975.0,11122.0
269,nm0000329,21,0,3,13,0,16,0,6,2,2,7,3,0,0,0,0,1,0,1,0,6,0,2,23,2007.0,104261.0
270,nm0000330,1,0,0,0,0,9,1,1,0,9,0,2,0,0,1,0,2,7,0,0,0,1,0,13,1990.0,41902.0
271,nm0000331,1,0,0,5,0,17,0,3,0,1,2,0,0,0,0,0,3,3,1,1,2,0,1,17,1990.0,56819.0
272,nm0000332,9,0,0,3,3,5,0,10,0,18,1,1,2,4,1,1,3,1,5,0,12,0,0,24,2006.0,173021.0
273,nm0000333,0,0,0,0,2,8,2,2,0,9,0,1,1,1,1,1,1,4,0,0,2,0,0,12,1994.0,45697.0
274,nm0000334,3,0,0,0,0,1,0,2,0,2,0,1,0,1,0,0,1,1,0,0,2,0,0,4,2000.0,35814.0
275,nm0000335,2,0,4,5,2,12,0,5,2,26,6,3,1,2,2,0,4,5,4,1,6,0,0,34,2001.0,46918.0
276,nm0000336,15,0,0,11,1,11,0,9,0,16,1,0,6,2,0,0,5,2,3,1,10,0,7,31,1976.0,16885.0
277,nm0000337,3,0,0,2,0,8,0,3,0,7,1,0,0,0,0,2,1,5,0,0,2,0,1,13,2004.0,20795.0
278,nm0000342,1,0,1,3,3,4,0,2,0,12,3,2,2,3,0,0,2,2,0,0,1,0,0,12,2005.0,65770.0
279,nm0000343,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1990.0,27494.0
280,nm0000344,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,2,2002.0,61042.0
281,nm0000345,2,0,2,2,0,16,0,4,0,6,5,0,0,0,0,1,0,3,0,0,1,0,2,16,1998.0,137593.0
282,nm0000346,0,0,1,2,0,6,0,1,0,3,6,1,0,0,0,0,0,0,1,0,1,0,0,7,1992.0,210162.0
283,nm0000347,3,0,7,11,0,10,1,3,0,1,9,4,1,1,2,2,2,3,2,0,2,0,0,16,1996.0,40242.0
284,nm0000348,2,0,0,3,1,16,0,2,0,11,0,1,4,1,1,0,2,8,1,0,1,0,0,22,1967.0,4338.0
285,nm0000349,4,0,4,6,0,20,0,3,0,10,8,3,0,0,0,1,1,8,1,0,3,0,0,23,2001.0,124644.0
286,nm0000350,2,0,0,3,0,12,1,2,0,3,0,1,0,0,0,1,0,4,0,0,1,0,1,13,1990.0,146778.0
287,nm0000352,12,0,0,2,4,11,0,15,0,25,0,0,1,3,2,0,4,5,4,1,12,0,1,32,2006.0,90567.0
288,nm0000353,18,0,4,11,5,7,0,21,0,42,4,8,5,4,6,1,10,5,7,0,23,0,1,57,2006.0,138711.0
289,nm0000354,13,0,4,11,5,12,0,12,0,39,5,8,3,8,0,1,8,6,6,2,20,0,2,50,2008.0,296034.0
290,nm0000356,2,0,0,0,0,1,0,3,0,3,0,0,0,0,2,0,1,0,0,0,5,0,0,5,1981.0,1914.0
291,nm0000357,1,0,0,0,4,5,0,4,0,10,1,0,0,1,1,0,0,3,0,2,2,0,0,11,1994.0,12642.0
292,nm0000358,1,0,0,1,3,1,1,2,0,14,0,0,1,4,0,1,0,7,0,1,0,0,0,14,1999.0,164136.0
293,nm0000359,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1970.0,3652.0
294,nm0000360,1,0,0,1,0,3,1,5,0,9,1,0,0,0,1,1,3,5,0,0,6,0,0,10,1996.0,35690.0
295,nm0000362,6,0,4,7,2,30,0,12,0,15,7,5,0,1,0,0,1,10,2,0,4,0,0,36,1998.0,58671.0
296,nm0000363,1,0,0,1,1,0,0,1,0,3,0,0,0,1,1,0,1,0,0,0,2,0,0,3,1993.0,17070.0
297,nm0000364,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,0,1,3,0,0,1,0,0,6,1964.0,2574.0
298,nm0000365,1,0,0,0,1,10,0,1,0,20,1,2,0,1,1,1,3,8,4,0,2,0,0,23,2003.0,55350.0
299,nm0000366,1,0,1,5,2,37,7,18,2,84,1,5,7,4,4,4,7,40,1,0,12,0,1,102,1990.0,7319.0
300,nm0000367,10,0,1,9,9,56,0,32,0,95,8,11,6,15,2,3,9,36,3,2,21,1,0,125,1997.0,7015.0
301,nm0000368,3,0,0,3,5,1,0,7,0,17,1,1,0,1,1,0,4,4,2,0,7,0,0,20,2008.0,134615.0
302,nm0000369,4,0,0,2,1,15,0,16,0,24,1,0,0,1,1,0,4,9,1,0,10,0,0,32,1999.0,42689.0
303,nm0000371,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,2,0,0,0,0,3,1993.0,3402.0
304,nm0000372,1,0,0,1,2,3,0,0,0,4,0,1,0,1,1,0,0,2,0,0,1,0,0,6,1992.0,64547.0
305,nm0000374,2,0,0,0,0,3,0,1,0,7,0,0,0,1,7,0,3,1,1,0,6,1,0,13,1994.0,43841.0
306,nm0000375,18,0,1,19,5,15,0,12,0,21,1,4,2,3,2,1,9,10,14,0,7,0,0,44,2006.0,453105.0
307,nm0000376,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1994.0,13340.0
308,nm0000377,7,0,0,4,0,24,0,5,0,23,2,1,0,0,2,2,3,8,1,0,7,0,0,35,1992.0,46064.0
309,nm0000378,3,0,1,1,0,7,1,5,0,10,1,0,0,0,1,1,1,6,0,0,4,1,0,14,2006.0,36635.0
310,nm0000379,6,0,4,12,2,11,0,3,0,17,7,9,0,4,1,0,4,15,8,2,6,0,1,34,2004.0,160101.0
311,nm0000380,9,0,0,9,1,8,0,12,0,43,3,1,2,2,0,2,4,11,4,4,13,0,7,47,1989.0,90859.0
312,nm0000381,3,0,0,0,1,9,0,2,0,7,1,0,0,1,0,0,2,5,1,0,3,0,0,11,1994.0,80191.0
313,nm0000383,1,0,0,0,1,1,0,0,0,9,0,0,0,1,2,1,3,3,0,0,3,0,0,9,2010.0,16412.0
314,nm0000384,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1993.0,392826.0
315,nm0000385,9,0,1,4,2,5,0,3,0,12,3,3,1,2,1,1,0,5,2,0,4,0,1,19,1999.0,82795.0
316,nm0000387,2,0,0,0,0,4,0,0,0,2,0,4,0,0,14,2,2,0,0,0,4,0,0,14,1995.0,63778.0
317,nm0000388,2,0,0,0,0,1,0,1,0,4,0,0,2,0,1,0,1,0,0,0,2,0,0,5,1994.0,173001.0
318,nm0000389,12,0,0,3,0,12,0,10,0,12,3,0,0,0,1,0,0,2,3,0,1,0,2,19,1992.0,55315.0
319,nm0000391,2,0,1,6,5,16,1,5,0,16,7,3,1,3,1,1,0,8,2,0,3,0,0,25,2002.0,25143.0
320,nm0000392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1984.0,1264.0
321,nm0000393,6,0,0,2,1,11,0,8,0,13,0,1,2,1,0,0,4,3,0,1,3,0,0,18,1978.0,9484.0
322,nm0000394,1,0,0,2,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1996.0,55398.0
323,nm0000395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1992.0,36365.0
324,nm0000396,2,0,0,1,0,2,0,0,0,2,1,0,0,0,1,0,0,1,1,1,2,0,0,5,1986.0,13753.0
325,nm0000397,0,0,0,2,0,5,0,1,0,2,2,1,0,0,1,0,1,1,0,0,1,0,0,5,1987.0,177448.0
326,nm0000398,2,0,0,4,1,17,0,2,0,16,3,1,0,1,0,0,0,9,0,1,3,0,0,23,1989.0,142824.0
327,nm0000400,4,0,0,2,0,7,0,6,0,10,0,1,0,0,0,0,3,3,2,1,7,0,0,13,1994.0,74635.0
328,nm0000401,20,0,1,7,1,4,1,15,0,18,2,0,1,1,3,2,4,3,9,0,23,0,0,34,2006.0,176635.0
329,nm0000402,3,0,0,3,0,5,0,1,0,5,1,4,0,0,2,0,3,2,3,0,2,0,0,11,1991.0,406041.0
330,nm0000403,3,0,1,1,1,7,0,6,0,17,1,2,0,2,2,1,2,8,2,0,8,0,0,20,1995.0,44206.0
331,nm0000404,2,0,1,3,1,22,0,5,1,32,0,2,1,2,1,1,5,24,1,2,6,0,3,46,1986.0,19264.0
332,nm0000405,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2006.0,23684.0
333,nm0000407,3,0,0,0,1,5,0,2,0,6,1,0,0,0,0,1,0,3,0,0,3,0,0,9,2002.0,8518.0
334,nm0000408,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,4,0,0,4,1998.0,97416.0
335,nm0000409,6,0,5,11,1,18,0,5,0,16,8,6,0,0,1,1,1,7,2,1,4,0,0,31,2003.0,72607.0
336,nm0000410,0,0,4,1,1,6,0,0,1,4,4,5,0,1,0,0,0,2,0,0,0,0,0,9,2013.0,8203.0
337,nm0000411,2,0,0,2,1,3,0,4,0,8,0,0,0,0,1,1,1,0,2,0,4,0,0,11,1999.0,234092.0
338,nm0000412,7,0,1,3,1,6,0,14,0,24,1,0,1,1,0,0,5,8,0,0,13,0,0,27,2004.0,36037.0
339,nm0000413,1,0,1,2,0,8,0,1,0,6,1,1,0,0,1,0,0,7,1,0,2,0,0,12,2002.0,27236.0
340,nm0000414,1,0,0,1,0,4,1,0,0,4,1,1,0,0,0,0,0,2,1,1,0,0,0,7,1981.0,58853.0
341,nm0000415,2,0,0,1,0,3,0,2,0,6,0,0,0,0,0,1,1,6,0,0,2,0,0,8,1990.0,37118.0
342,nm0000416,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983.0,127180.0
343,nm0000417,5,0,2,5,0,7,0,3,0,9,0,1,0,0,2,0,1,1,2,0,6,0,1,13,2000.0,144915.0
344,nm0000418,9,0,1,6,1,12,1,13,0,22,3,1,3,2,4,3,6,4,2,1,11,0,0,33,2002.0,73383.0
345,nm0000419,0,0,0,0,0,2,0,1,9,7,0,0,1,0,1,0,0,0,0,0,0,0,0,14,1986.0,7615.0
346,nm0000420,4,0,0,2,0,8,0,3,0,11,1,1,1,0,0,0,2,4,1,0,6,0,0,18,2004.0,47278.0
347,nm0000421,13,0,1,6,1,7,0,7,0,15,2,2,1,1,1,1,0,5,0,1,11,0,1,25,2003.0,51656.0
348,nm0000422,9,0,6,9,3,22,0,12,0,26,9,5,0,3,4,4,4,12,4,3,17,0,0,44,2002.0,146715.0
349,nm0000423,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,3,1984.0,5310.0
350,nm0000424,2,0,1,2,1,21,0,3,0,15,2,0,0,0,1,2,1,16,0,0,3,0,0,25,2001.0,101918.0
351,nm0000426,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,3,0,1,0,0,0,4,1992.0,73384.0
352,nm0000427,12,0,0,1,0,0,0,10,0,10,0,1,0,1,1,0,1,1,0,0,9,0,0,15,1979.0,31594.0
353,nm0000429,2,0,0,2,0,11,0,10,0,16,0,0,1,0,0,1,6,9,2,0,12,0,0,23,1994.0,17033.0
354,nm0000430,0,0,0,1,0,14,0,5,0,4,6,1,0,0,1,0,1,4,1,1,1,0,0,15,1988.0,36175.0
355,nm0000432,25,0,1,9,2,10,0,22,0,46,2,0,5,2,0,0,7,7,2,3,24,0,6,56,1986.0,62923.0
356,nm0000433,2,0,0,0,0,4,0,1,0,3,1,1,0,0,3,0,0,2,2,0,2,0,0,7,1988.0,37005.0
357,nm0000434,8,0,1,5,0,1,0,2,0,3,0,5,1,0,1,1,0,0,5,0,1,0,0,10,1996.0,555964.0
358,nm0000435,4,0,0,1,0,14,0,7,0,12,1,3,0,0,1,0,3,12,3,1,5,0,0,23,1994.0,111388.0
359,nm0000437,19,0,1,12,5,25,0,20,0,35,1,0,3,5,2,1,7,7,6,5,16,0,3,55,2009.0,156124.0
360,nm0000438,11,0,1,5,7,7,0,12,0,41,2,1,5,7,2,2,9,13,3,0,17,0,3,47,2001.0,132861.0
361,nm0000439,0,0,3,5,0,6,0,0,0,2,4,2,0,0,0,0,1,0,0,0,1,0,0,8,2010.0,202499.0
362,nm0000441,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2,1998.0,84054.0
363,nm0000442,15,0,0,4,1,5,0,7,0,11,0,2,0,1,4,1,4,2,5,1,12,0,0,22,1992.0,55391.0
364,nm0000443,1,0,0,2,0,21,1,4,0,7,1,2,2,0,1,0,2,10,0,1,2,0,1,24,1986.0,28254.0
365,nm0000444,1,0,0,0,0,4,0,2,0,5,1,1,0,0,1,1,1,1,1,0,1,0,0,9,1992.0,21383.0
366,nm0000445,3,0,0,2,0,3,0,3,0,2,0,1,0,0,0,0,1,0,0,0,4,0,0,7,1991.0,86535.0
367,nm0000446,0,0,0,0,1,3,0,2,0,4,0,0,0,0,1,0,2,2,1,1,3,0,1,7,1985.0,26359.0
368,nm0000447,2,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,2,1,0,0,3,0,1,6,1984.0,5153.0
369,nm0000448,5,0,0,3,0,2,0,4,0,10,0,5,0,1,10,0,5,1,7,0,13,0,1,22,1999.0,27663.0
370,nm0000449,3,0,0,0,0,2,0,3,0,1,0,1,0,0,2,0,0,2,2,0,5,0,0,7,2002.0,26569.0
371,nm0000450,2,0,1,2,4,13,0,7,0,25,0,0,0,2,0,2,1,4,1,1,5,0,0,28,2006.0,152778.0
372,nm0000451,1,0,0,2,1,5,0,1,0,8,1,0,0,0,0,0,0,1,1,0,2,0,0,9,2005.0,52281.0
373,nm0000452,4,0,0,1,1,4,0,3,0,4,0,0,0,1,0,0,1,2,0,0,2,0,0,8,1994.0,65990.0
374,nm0000453,4,0,1,4,3,6,0,4,0,13,2,5,0,0,2,0,7,3,3,0,6,0,0,19,1994.0,107966.0
375,nm0000454,10,0,1,5,1,7,0,15,0,29,2,0,0,0,5,0,6,9,2,1,16,0,1,35,1990.0,47674.0
376,nm0000456,2,0,2,2,0,9,0,4,0,14,2,2,0,0,0,1,1,9,0,0,1,0,0,18,2001.0,83941.0
377,nm0000457,7,0,2,8,6,6,0,6,0,28,1,7,3,5,4,1,4,7,4,1,10,0,2,37,1993.0,76080.0
378,nm0000458,6,0,0,6,1,11,0,7,0,32,2,5,0,1,2,0,7,16,5,1,10,0,0,41,1998.0,49507.0
379,nm0000459,5,0,0,2,1,6,0,7,0,22,0,2,1,0,3,0,10,7,3,1,15,0,0,26,1996.0,25148.0
380,nm0000460,6,0,1,8,5,3,0,3,0,29,2,1,0,4,1,1,4,14,3,0,5,0,1,32,1998.0,93045.0
381,nm0000461,7,0,1,5,0,4,0,2,0,2,1,1,0,0,4,0,0,0,5,0,6,0,1,12,1995.0,40180.0
382,nm0000462,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1986.0,6050.0
383,nm0000463,9,0,0,3,1,3,0,6,0,11,0,1,0,1,5,0,6,4,1,0,14,0,1,22,2008.0,93407.0
384,nm0000467,4,0,0,0,0,5,0,7,0,10,0,0,0,0,0,0,1,4,1,0,6,0,0,12,2002.0,27518.0
385,nm0000468,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,2,0,0,3,1980.0,40987.0
386,nm0000469,6,0,1,3,0,9,0,1,2,11,3,2,1,2,1,0,1,5,0,3,3,0,0,21,1991.0,77478.0
387,nm0000470,0,0,0,1,0,7,0,2,0,1,0,2,0,0,1,0,3,0,0,0,1,0,0,8,1992.0,108587.0
388,nm0000471,1,0,0,0,0,5,1,4,0,6,1,2,0,0,1,0,3,4,1,0,4,0,0,12,1987.0,39257.0
389,nm0000472,0,0,0,0,0,2,0,1,0,2,0,3,0,0,8,0,2,0,2,0,3,0,0,9,1965.0,8481.0
390,nm0000473,1,0,0,0,1,30,0,5,0,30,3,1,1,1,0,0,1,25,1,1,3,0,0,41,1995.0,132156.0
391,nm0000474,14,0,1,8,3,17,0,13,0,25,5,11,0,3,2,0,4,6,6,1,13,0,0,44,2003.0,149304.0
392,nm0000475,2,0,0,2,0,1,1,1,0,4,1,1,0,0,0,1,0,2,1,0,2,0,0,5,1987.0,41306.0
393,nm0000476,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,3,2007.0,23128.0
394,nm0000477,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1996.0,10211.0
395,nm0000478,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,3,1985.0,18592.0
396,nm0000480,4,0,0,3,1,5,0,2,0,12,1,1,1,0,4,0,4,1,3,1,7,0,0,15,2002.0,44108.0
397,nm0000481,2,0,1,1,2,3,0,1,0,9,2,2,0,1,4,0,1,5,0,0,4,1,0,13,2000.0,14236.0
398,nm0000482,1,0,0,0,0,2,0,2,0,6,0,1,0,0,0,0,2,3,0,0,1,0,0,8,1979.0,3230.0
399,nm0000483,14,0,0,6,1,10,0,10,0,21,0,3,1,2,1,1,3,8,2,0,12,0,0,31,1998.0,14449.0
400,nm0000484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1973.0,2084.0
401,nm0000486,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0,1,0,0,0,2,0,0,4,1988.0,113686.0
402,nm0000488,3,0,0,0,0,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,3,1992.0,83921.0
403,nm0000489,10,0,0,15,2,3,0,11,1,17,3,9,0,4,38,0,14,3,11,0,14,0,0,56,1973.0,28652.0
404,nm0000490,0,0,0,0,1,3,0,0,0,4,0,0,0,1,0,1,0,3,0,0,0,0,0,5,1991.0,32636.0
405,nm0000491,12,0,7,11,1,17,1,14,0,23,8,3,0,0,3,2,1,6,5,1,15,0,1,37,2007.0,104062.0
406,nm0000492,4,0,1,2,2,10,0,7,0,29,1,1,0,2,6,2,6,7,3,0,10,0,1,33,2000.0,79870.0
407,nm0000493,3,0,0,5,1,25,0,2,0,14,0,0,1,2,0,0,3,12,0,0,4,0,0,32,1975.0,29098.0
408,nm0000494,1,0,0,1,1,2,0,1,0,6,0,0,0,0,0,0,1,1,1,0,2,0,0,6,1996.0,103569.0
409,nm0000495,2,0,0,1,0,9,0,3,0,6,0,2,0,0,0,0,1,4,2,0,3,0,0,12,2003.0,90793.0
410,nm0000496,3,0,0,1,0,6,0,9,0,15,0,1,0,0,3,0,3,7,1,0,12,0,1,22,2000.0,82382.0
411,nm0000497,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998.0,1221781.0
412,nm0000498,2,0,0,3,0,8,0,2,0,6,2,2,0,0,3,1,6,7,0,0,7,0,0,13,2002.0,59503.0
413,nm0000499,1,0,0,0,0,1,0,2,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,4,2001.0,31643.0
414,nm0000500,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1989.0,12646.0
415,nm0000501,13,0,0,0,1,8,0,23,0,24,2,1,0,0,1,0,11,3,2,1,22,0,0,36,2005.0,84587.0
416,nm0000502,2,0,5,9,0,18,0,6,0,8,8,8,0,0,1,0,2,2,6,0,5,1,1,22,1995.0,175292.0
417,nm0000503,0,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,2,0,1,0,0,0,4,1990.0,2736.0
418,nm0000504,1,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,5,1995.0,14554.0
