,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films,anneeSortie,nbVotes
210,nm0000850,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,2,0,0,3,1991.0,64718.0
211,nm0000852,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2004.0,822.0
212,nm0000853,1,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1999.0,8628.0
213,nm0000860,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1976.0,18817.0
214,nm0000866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1974.0,10138.0
215,nm0000867,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2014.0,33348.0
216,nm0000876,0,0,0,0,1,9,0,0,1,10,0,0,0,0,1,0,1,4,1,0,0,0,0,11,2012.0,74376.0
217,nm0000877,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,4,0,0,0,4,0,0,7,1985.0,7628.0
218,nm0000878,3,0,0,3,0,2,0,4,0,4,0,2,0,0,15,0,7,4,1,0,8,0,0,18,1967.0,7123.0
219,nm0000881,15,0,0,9,1,4,0,4,0,3,0,0,2,2,0,0,0,1,7,0,7,0,0,15,2008.0,327154.0
220,nm0000886,1,0,0,1,1,4,0,1,0,3,0,1,0,1,0,0,0,4,0,0,0,0,0,5,1993.0,31397.0
221,nm0000887,1,0,0,0,0,0,0,6,0,7,0,0,1,0,0,0,4,3,0,1,5,0,0,9,1990.0,27505.0
222,nm0000894,2,0,0,2,0,2,0,4,1,5,0,0,0,0,0,1,0,2,0,0,3,0,0,7,1989.0,6133.0
223,nm0000905,0,0,0,0,0,5,0,2,0,2,0,1,0,0,0,0,1,4,0,0,0,0,0,5,1995.0,162468.0
224,nm0000907,2,0,0,0,0,11,0,2,0,4,0,0,0,0,0,0,0,6,1,0,0,0,0,11,1990.0,18377.0
225,nm0000914,1,0,0,1,0,3,0,4,0,9,0,0,0,0,1,0,4,3,0,0,5,0,1,11,1989.0,26807.0
226,nm0000915,3,0,0,2,2,6,0,5,0,17,0,0,3,4,0,2,3,3,0,0,5,0,0,18,1995.0,20717.0
227,nm0000916,10,0,0,2,1,4,0,3,0,6,0,1,1,3,0,0,0,0,1,1,7,0,0,11,2010.0,181564.0
228,nm0000921,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,4,1989.0,22482.0
229,nm0000932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2020.0,16399.0
230,nm0000934,0,0,0,1,1,1,0,2,0,15,0,0,0,3,0,0,3,6,0,0,1,0,0,15,1984.0,31138.0
231,nm0000940,0,0,0,0,0,3,0,1,0,7,0,0,0,0,1,0,0,4,0,0,2,0,0,8,1994.0,4618.0
232,nm0000941,2,0,0,0,0,0,0,5,0,8,0,0,2,3,1,0,2,0,1,0,8,0,0,10,1998.0,130813.0
233,nm0000944,0,0,0,1,0,1,0,1,0,4,0,0,0,0,1,0,0,2,0,0,1,0,1,4,1996.0,17011.0
234,nm0000945,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,187.0
235,nm0000948,3,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,4,2013.0,426986.0
236,nm0000952,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1995.0,14711.0
237,nm0000953,0,0,0,0,3,9,1,3,2,8,0,0,0,1,0,2,1,7,0,0,2,0,0,15,1985.0,17289.0
238,nm0000957,3,0,0,3,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,4,0,0,4,1998.0,219172.0
239,nm0000958,3,0,0,6,2,3,0,2,1,13,1,2,2,0,0,0,0,2,1,0,5,0,0,14,1988.0,24019.0
240,nm0000965,0,0,0,2,2,4,0,7,0,11,1,2,0,1,1,1,1,4,2,0,6,0,0,13,2006.0,292024.0
241,nm0000972,0,0,0,0,0,4,0,0,0,10,0,0,1,3,0,0,1,6,0,0,1,0,0,12,1995.0,7397.0
242,nm0000975,0,0,0,0,1,0,0,1,0,8,0,1,0,2,0,0,0,3,0,0,0,0,0,8,1971.0,8976.0
243,nm0000976,2,0,0,1,0,2,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1990.0,236150.0
244,nm0000983,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,4,1993.0,12875.0
245,nm0000985,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1996.0,96372.0
246,nm0000996,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,1317.0
247,nm0001001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,1058.0
248,nm0001005,0,0,0,0,2,3,0,0,0,9,0,0,0,0,0,1,1,3,0,0,1,0,1,9,2001.0,44695.0
249,nm0001008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1961.0,8319.0
250,nm0001015,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,6745.0
251,nm0001023,0,0,0,0,0,2,0,2,0,10,0,0,0,0,0,1,0,2,0,0,2,0,0,10,1972.0,10938.0
252,nm0001024,1,0,0,0,1,1,0,3,0,6,1,0,0,0,1,0,0,4,0,0,3,0,0,8,2006.0,147657.0
253,nm0001031,1,0,0,0,1,8,0,21,1,38,0,1,2,3,0,0,11,6,0,0,25,0,0,48,1979.0,2572.0
254,nm0001040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2000.0,29346.0
255,nm0001045,1,0,0,1,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1981.0,10594.0
256,nm0001047,4,0,0,1,0,1,0,5,0,6,0,0,1,0,0,0,1,1,0,0,3,0,1,7,1984.0,65637.0
257,nm0001053,1,0,0,1,0,6,1,5,0,7,0,0,0,0,0,1,1,0,0,0,3,0,2,9,2012.0,289914.0
258,nm0001054,0,0,0,2,0,11,1,12,0,14,0,1,1,0,0,1,2,1,0,0,7,0,2,19,2003.0,286776.0
259,nm0001060,1,0,0,7,0,10,1,2,0,4,8,5,0,0,0,0,0,6,2,0,0,0,0,15,2000.0,256773.0
260,nm0001064,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2014.0,1867.0
261,nm0001068,0,0,0,0,3,3,0,1,0,8,0,0,0,2,0,1,0,5,0,0,1,0,0,8,2011.0,137376.0
262,nm0001073,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014.0,19866.0
263,nm0001081,0,0,0,1,0,7,0,0,0,8,1,1,0,0,0,2,1,6,1,0,1,0,0,8,2001.0,165832.0
264,nm0001086,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001.0,8849.0
265,nm0001090,1,0,0,1,0,0,0,0,0,3,0,0,0,0,7,0,2,0,1,0,3,0,0,8,1979.0,3342.0
266,nm0001093,2,0,0,0,0,1,0,5,0,7,0,0,1,1,0,0,2,2,1,0,6,0,0,8,1998.0,43878.0
267,nm0001097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2004.0,13210.0
268,nm0001102,2,0,1,5,0,12,0,0,0,2,2,6,0,0,8,0,1,1,6,0,2,0,0,15,1993.0,58796.0
269,nm0001104,0,0,0,0,0,0,0,2,0,3,0,1,0,0,1,0,0,1,1,0,1,0,0,4,2000.0,1222666.0
270,nm0001112,8,0,0,2,0,1,0,5,0,9,1,0,0,0,0,0,0,0,1,0,7,0,0,10,1995.0,92251.0
271,nm0001115,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970.0,2839.0
272,nm0001120,0,0,0,0,0,6,0,1,0,8,0,1,3,1,0,0,0,5,0,0,0,0,0,10,1966.0,6271.0
273,nm0001123,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1979.0,1569.0
274,nm0001125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,4360.0
275,nm0001128,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1982.0,1888.0
276,nm0001129,2,0,0,0,1,6,0,4,2,9,0,0,1,2,2,2,2,5,1,0,4,0,0,15,1991.0,144812.0
277,nm0001130,0,0,0,0,1,3,0,4,1,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,1998.0,67513.0
278,nm0001139,0,0,0,0,0,6,0,1,0,6,0,0,0,0,0,1,0,3,0,0,0,0,0,6,1998.0,7852.0
279,nm0001149,11,0,0,12,0,11,0,6,0,8,2,2,0,0,1,0,2,3,3,0,8,0,1,19,1990.0,117708.0
280,nm0001162,0,0,0,0,1,3,0,0,1,2,0,1,0,0,0,0,0,3,0,0,1,0,0,5,2005.0,32360.0
281,nm0001165,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2004.0,7530.0
282,nm0001175,2,0,0,1,0,18,1,8,0,8,0,1,1,0,0,2,6,12,0,0,5,0,2,23,1974.0,24831.0
283,nm0001177,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2012.0,2492.0
284,nm0001188,0,0,0,0,1,6,0,1,0,6,0,1,0,0,0,0,0,4,0,0,0,0,0,7,1997.0,91092.0
285,nm0001202,1,0,0,0,0,4,0,4,1,23,0,0,0,2,0,1,0,7,0,0,2,0,1,24,1975.0,5564.0
286,nm0001204,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1978.0,1990.0
287,nm0001206,2,0,0,0,1,1,0,9,0,17,0,0,0,1,3,0,3,1,2,0,10,0,0,19,1997.0,10499.0
288,nm0001207,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1962.0,1214.0
289,nm0001214,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,1,2,5,0,0,4,0,0,11,1995.0,20534.0
290,nm0001218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2022.0,1031.0
291,nm0001219,2,0,0,0,1,0,0,4,0,6,0,0,0,0,0,0,3,0,1,1,6,0,0,7,2003.0,67527.0
292,nm0001226,1,0,0,0,0,2,0,6,0,7,1,0,0,0,0,0,3,1,0,0,5,0,0,9,1994.0,32963.0
293,nm0001228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1972.0,2498.0
294,nm0001232,0,0,0,0,4,3,1,0,0,9,0,0,0,3,0,3,0,1,0,0,0,0,0,9,1987.0,211118.0
295,nm0001238,1,0,0,2,1,3,0,3,0,12,0,0,0,1,20,0,2,0,3,0,10,0,0,25,1972.0,1555.0
296,nm0001239,11,0,0,2,1,0,0,8,0,17,0,0,1,0,2,0,1,2,2,1,14,0,0,23,1975.0,21340.0
297,nm0001241,1,0,0,0,6,13,0,4,0,23,0,0,0,2,1,2,1,9,0,1,5,0,1,23,2000.0,36579.0
298,nm0001243,3,0,0,1,0,3,0,8,0,15,0,1,2,0,3,0,2,0,0,1,11,1,0,17,1989.0,58889.0
299,nm0001250,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021.0,729.0
300,nm0001252,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1998.0,63519.0
301,nm0001270,0,0,0,0,1,1,1,1,0,4,0,0,0,1,1,3,0,0,0,0,2,0,0,5,1991.0,17732.0
302,nm0001274,2,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,4,1990.0,52382.0
303,nm0001281,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2008.0,38097.0
304,nm0001282,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2002.0,26665.0
305,nm0001290,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005.0,3370.0
306,nm0001302,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,6,2000.0,27215.0
307,nm0001317,10,0,0,6,0,3,0,6,0,3,0,1,1,0,6,0,6,0,1,0,11,0,0,15,2000.0,77898.0
308,nm0001325,0,0,0,0,0,4,0,2,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,5,1993.0,6853.0
309,nm0001328,2,0,0,1,0,2,0,0,0,3,0,0,1,0,0,0,0,2,0,1,0,0,2,5,1965.0,13725.0
310,nm0001331,0,0,0,1,2,0,0,0,1,8,0,0,0,1,0,3,1,2,0,0,1,0,0,9,2011.0,57267.0
311,nm0001338,2,0,0,1,2,0,0,3,0,6,0,1,0,0,1,0,1,2,0,1,3,0,0,6,2009.0,117366.0
312,nm0001345,0,0,1,3,0,1,0,1,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,3,1983.0,82470.0
313,nm0001348,1,0,0,7,10,2,0,3,18,21,0,0,3,6,1,1,1,0,0,1,1,0,0,36,1995.0,17560.0
314,nm0001351,0,0,0,3,1,8,1,2,0,12,0,0,1,1,0,1,0,4,1,1,1,0,1,13,1972.0,49247.0
315,nm0001352,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1990.0,3789.0
316,nm0001353,16,0,0,0,2,4,0,14,0,13,0,0,0,1,0,1,1,1,0,1,10,0,6,20,1990.0,35050.0
317,nm0001355,0,0,0,0,2,5,0,1,0,6,0,2,0,1,0,0,0,7,0,0,0,0,0,9,2001.0,28027.0
318,nm0001361,1,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,2,0,2,0,3,0,0,8,1984.0,62668.0
319,nm0001372,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2000.0,23727.0
320,nm0001378,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1998.0,3595.0
321,nm0001379,2,0,0,2,1,5,0,2,0,16,2,0,2,0,0,0,1,6,0,2,4,0,3,19,1972.0,16984.0
322,nm0001382,11,0,0,4,0,3,0,9,0,5,0,2,1,0,2,0,7,1,5,0,10,0,0,16,1990.0,29507.0
323,nm0001392,8,0,0,7,1,4,0,1,2,6,0,11,1,1,3,2,0,1,1,0,1,0,0,15,2004.0,616145.0
324,nm0001401,0,0,0,0,2,0,0,0,0,3,0,0,2,1,0,0,0,1,0,1,0,0,0,3,2015.0,77902.0
325,nm0001402,0,0,0,3,0,6,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,6,1990.0,201187.0
326,nm0001403,1,0,0,0,1,4,0,6,0,15,0,5,1,1,6,0,5,5,0,0,9,0,0,17,2000.0,47430.0
327,nm0001408,1,0,0,1,2,1,0,0,0,4,0,0,1,2,0,0,0,3,0,0,0,0,0,4,2007.0,57816.0
328,nm0001410,2,0,0,1,1,5,0,4,0,9,0,0,0,0,1,0,0,4,1,0,2,0,2,10,1992.0,40097.0
329,nm0001415,0,0,0,1,0,0,0,1,0,6,0,0,0,2,0,0,0,4,0,0,1,0,0,6,1967.0,8463.0
330,nm0001418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1987.0,4114.0
331,nm0001425,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,2,4,2,0,0,0,0,0,4,1993.0,91079.0
332,nm0001428,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1989.0,1216.0
333,nm0001429,8,0,0,2,0,9,0,10,0,14,1,0,0,0,0,0,0,3,0,1,4,0,0,17,2001.0,14664.0
334,nm0001437,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,3,2002.0,19249.0
335,nm0001438,0,0,0,0,0,6,0,2,0,8,0,0,0,0,0,0,1,3,0,0,2,0,0,8,2004.0,25018.0
336,nm0001460,3,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,1,0,2,0,0,5,2004.0,92569.0
337,nm0001466,0,0,0,2,0,0,0,1,0,7,0,0,1,1,0,0,0,0,0,0,0,0,5,7,1968.0,309944.0
338,nm0001469,1,0,0,2,3,13,0,6,0,18,1,2,2,1,1,2,3,2,3,1,5,0,0,23,1997.0,70256.0
339,nm0001471,1,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,9,1966.0,4544.0
340,nm0001486,4,0,0,1,3,4,0,19,0,31,1,1,2,1,0,2,10,5,0,0,17,0,0,33,1980.0,33226.0
341,nm0001490,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,1,2,5,0,0,4,0,0,9,1993.0,72814.0
342,nm0001501,2,0,0,2,0,8,0,3,3,14,0,2,2,1,2,0,2,8,1,0,0,0,1,21,1976.0,9095.0
343,nm0001502,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,5,0,0,2,0,0,6,1996.0,21872.0
344,nm0001507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987.0,6822.0
345,nm0001508,0,0,0,0,2,6,0,0,0,6,2,2,0,0,0,0,0,4,0,1,1,0,0,7,1992.0,89400.0
346,nm0001528,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1998.0,10294.0
347,nm0001532,7,0,0,6,0,1,0,2,0,4,1,2,0,1,2,0,2,2,1,0,7,0,0,10,1993.0,260029.0
348,nm0001537,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1962.0,5052.0
349,nm0001554,0,0,0,0,4,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2001.0,13220.0
350,nm0001557,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2022.0,7636.0
351,nm0001565,1,0,0,3,2,3,0,2,0,12,2,3,1,2,0,0,0,8,0,1,1,0,1,14,2000.0,126568.0
352,nm0001566,0,0,0,1,2,11,0,1,0,15,0,1,2,2,1,0,0,8,2,0,2,0,0,17,1986.0,65512.0
353,nm0001570,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2010.0,59080.0
354,nm0001579,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2006.0,6196.0
355,nm0001587,1,0,0,0,0,2,0,6,0,10,0,0,1,1,0,0,7,6,0,0,8,0,1,13,1982.0,37117.0
356,nm0001590,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2004.0,11109.0
357,nm0001591,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2000.0,10205.0
358,nm0001596,0,0,0,0,1,6,0,0,1,14,0,3,0,3,1,0,1,2,0,0,0,0,0,15,1967.0,12068.0
359,nm0001603,8,0,0,3,1,2,0,4,0,11,0,0,2,1,0,0,0,1,0,0,4,0,7,14,1972.0,25160.0
360,nm0001614,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,6005.0
361,nm0001627,3,0,0,1,0,4,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1977.0,10242.0
362,nm0001628,2,0,0,1,1,5,0,4,0,17,0,0,2,1,0,0,4,10,0,0,4,0,3,19,1980.0,40094.0
363,nm0001629,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2016.0,10773.0
364,nm0001631,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2013.0,28401.0
365,nm0001639,4,0,0,1,0,1,0,1,0,3,0,3,0,0,0,1,3,0,3,0,2,0,0,6,2004.0,236173.0
366,nm0001641,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,2,0,0,1,0,0,4,2012.0,3810.0
367,nm0001661,0,0,0,3,3,13,0,1,1,15,1,1,0,3,0,1,0,9,0,0,3,0,0,19,2001.0,131185.0
368,nm0001674,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2008.0,22471.0
369,nm0001675,14,0,0,3,0,6,0,8,1,3,2,0,0,0,4,1,3,0,4,0,11,0,0,17,2006.0,194173.0
370,nm0001676,0,0,0,3,1,2,0,1,0,8,1,1,0,0,2,1,2,0,1,0,3,0,0,9,1979.0,23742.0
371,nm0001681,2,0,0,0,0,1,0,0,0,6,0,2,0,0,14,0,3,0,4,0,9,0,0,15,1985.0,43495.0
372,nm0001692,1,0,0,0,7,5,2,2,0,13,0,1,0,2,3,5,0,5,1,0,3,0,0,17,1978.0,9340.0
373,nm0001700,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1991.0,10584.0
374,nm0001703,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1975.0,1134.0
375,nm0001705,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,49034.0
376,nm0001707,0,0,0,0,3,1,0,10,0,17,0,2,0,0,2,1,6,3,0,0,7,0,0,18,1996.0,16884.0
377,nm0001708,4,0,0,3,1,7,1,12,0,14,1,1,1,0,3,0,4,4,2,0,13,0,0,22,1997.0,95415.0
378,nm0001709,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2013.0,5308.0
379,nm0001710,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,2,2008.0,57725.0
380,nm0001714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1996.0,23764.0
381,nm0001715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1972.0,1370.0
382,nm0001716,15,0,0,1,1,2,0,9,0,9,0,0,0,0,1,0,0,3,1,2,10,0,0,16,1996.0,189226.0
383,nm0001718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2022.0,1621.0
384,nm0001723,0,0,0,1,2,6,0,0,0,3,1,5,0,0,0,0,1,1,1,1,1,0,0,8,2002.0,199120.0
385,nm0001731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1993.0,1351.0
386,nm0001741,6,0,0,6,1,0,0,2,0,5,1,2,1,2,0,1,1,0,5,0,5,0,0,11,2006.0,459568.0
387,nm0001747,0,0,0,3,0,3,0,1,0,7,5,0,0,0,1,1,0,0,0,0,0,0,0,8,2007.0,13112.0
388,nm0001752,2,0,0,0,5,8,0,13,0,29,0,0,3,3,2,2,9,6,3,1,12,0,0,32,2008.0,113339.0
389,nm0001754,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2002.0,36304.0
390,nm0001756,4,0,0,4,0,10,0,2,0,2,3,3,0,0,0,0,1,1,3,0,2,0,0,10,2001.0,197227.0
391,nm0001770,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2016.0,44996.0
392,nm0001774,1,0,0,2,0,5,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,0,5,2002.0,271520.0
393,nm0001775,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,3,2001.0,18210.0
394,nm0001779,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990.0,24353.0
395,nm0001801,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,3,0,2,1,0,0,4,1994.0,14057.0
396,nm0001804,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2004.0,11811.0
397,nm0001806,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2001.0,9555.0
398,nm0001811,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1964.0,3232.0
399,nm0001814,0,0,0,1,2,2,0,4,0,15,0,1,0,1,0,1,3,2,0,1,1,0,0,15,2003.0,123247.0
400,nm0001829,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2014.0,2718.0
401,nm0001837,1,0,0,4,0,4,0,1,0,12,0,1,3,2,1,0,3,3,1,0,4,0,0,13,1988.0,194566.0
402,nm0001845,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,3,1999.0,24535.0
403,nm0001857,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1988.0,1291.0
404,nm0001873,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1999.0,33664.0
405,nm0001874,0,0,0,0,2,2,0,0,0,9,0,0,1,2,0,2,0,4,0,1,0,0,0,9,1984.0,12553.0
406,nm0001878,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,1992.0,132495.0
407,nm0001880,6,0,0,2,3,3,0,2,0,12,0,0,5,3,0,0,1,3,0,0,5,0,1,13,2002.0,171301.0
408,nm0001885,0,0,0,0,0,0,1,4,0,8,0,0,0,1,2,0,1,0,1,0,4,0,0,8,2007.0,122563.0
409,nm0001887,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1986.0,53126.0
410,nm0001901,0,0,0,0,0,4,1,0,7,9,0,0,0,0,0,3,0,4,0,0,0,0,0,17,1991.0,2085.0
411,nm0001905,0,0,0,1,0,2,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1966.0,51.0
412,nm0001915,0,0,0,0,0,3,0,0,0,2,3,2,0,0,0,3,0,2,0,0,0,0,0,5,1990.0,84761.0
413,nm0001928,1,0,0,0,0,2,1,0,0,1,0,0,0,0,9,0,2,0,2,0,3,0,0,10,1972.0,6236.0
414,nm0001929,0,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,6,1998.0,1402.0
415,nm0001942,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1990.0,1307.0
416,nm0001945,0,0,0,0,1,15,0,1,0,17,0,0,1,1,0,0,0,7,0,0,0,0,0,20,1984.0,4348.0
417,nm0001949,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1992.0,3406.0
418,nm0001960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,631.0
419,nm0001962,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1983.0,2252.0
