,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films,anneeSortie,nbVotes
9661,nm2385602,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,1326.0
9662,nm2385621,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,18534.0
9663,nm2386590,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2018.0,12357.0
9664,nm2388895,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017.0,6675.0
9665,nm2389363,1,0,0,0,0,1,0,1,0,3,0,0,0,0,1,0,2,0,0,0,4,0,0,4,2021.0,14564.0
9666,nm2389602,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2009.0,2434.0
9667,nm2390414,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021.0,27.0
9668,nm2390708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,85.0
9669,nm2391056,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,219.0
9670,nm2391552,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,2,2012.0,4673.0
9671,nm2391575,1,0,0,0,1,1,0,2,0,4,0,0,2,1,0,0,0,0,0,0,1,0,0,4,2015.0,81966.0
9672,nm2391794,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2023.0,11745.0
9673,nm2392459,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,3309.0
9674,nm2393385,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,15538.0
9675,nm2393564,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,17.0
9676,nm2393634,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,38.0
9677,nm2393910,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,3019.0
9678,nm2394430,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,1848.0
9679,nm2395339,1,0,3,1,0,3,0,0,0,2,3,2,0,0,0,0,0,0,2,0,0,0,0,3,2018.0,6209.0
9680,nm2395887,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,1414.0
9681,nm2398538,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2020.0,1283.0
9682,nm2398585,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,260753.0
9683,nm2400256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2006.0,2692.0
9684,nm2400555,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2022.0,2734.0
9685,nm2400834,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2008.0,32.0
9686,nm2403079,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014.0,1049.0
9687,nm2403746,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2020.0,4459.0
9688,nm2404419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,35.0
9689,nm2404755,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,2155.0
9690,nm2404839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2021.0,978.0
9691,nm2406112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,1987.0,1326.0
9692,nm2406731,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2018.0,43526.0
9693,nm2406892,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2023.0,6033.0
9694,nm2407210,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,10.0
9695,nm2408871,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2015.0,6342.0
9696,nm2410311,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,2,2016.0,100902.0
9697,nm2410755,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2017.0,372.0
9698,nm2411128,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2020.0,7195.0
9699,nm2411495,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2014.0,214692.0
9700,nm2414771,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,55.0
9701,nm2417944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2020.0,1649.0
9702,nm2418217,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2016.0,90.0
9703,nm2418675,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021.0,6516.0
9704,nm2419470,1,0,0,0,0,1,0,1,0,0,0,2,0,0,6,0,3,0,1,0,6,0,0,6,2019.0,116848.0
9705,nm2419910,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2019.0,9681.0
9706,nm2420832,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,55.0
9707,nm2421181,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2013.0,9842.0
9708,nm2421238,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2018.0,14265.0
9709,nm2421768,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2011.0,5926.0
9710,nm2422236,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2023.0,18.0
9711,nm2422911,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2010.0,5538.0
9712,nm2423816,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,2,2018.0,6949.0
9713,nm2424568,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2014.0,158.0
9714,nm2426403,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2023.0,4647.0
9715,nm2428840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2019.0,2331.0
9716,nm2430244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,6.0
9717,nm2430877,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2022.0,1255.0
9718,nm2434921,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,275.0
9719,nm2436566,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,112191.0
9720,nm2437042,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2018.0,40.0
9721,nm2438791,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2019.0,3096.0
9722,nm2439357,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2016.0,1194.0
9723,nm2440177,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023.0,1657.0
9724,nm2440538,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,4756.0
9725,nm2441296,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,2,2014.0,6547.0
9726,nm2441699,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2022.0,79830.0
9727,nm2441942,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021.0,1566.0
9728,nm2443600,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,2,2014.0,6547.0
9729,nm2444204,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,15140.0
9730,nm2445201,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,8665.0
9731,nm2446694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,383.0
9732,nm2446739,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2015.0,512.0
9733,nm2447331,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2010.0,8348.0
9734,nm2448988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,134.0
9735,nm2450130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,1077.0
9736,nm2450688,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2020.0,4108.0
9737,nm2458224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,307.0
9738,nm2458644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,238.0
9739,nm2459131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977.0,11.0
9740,nm2459558,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018.0,22653.0
9741,nm2460402,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,2,2022.0,18070.0
9742,nm2461935,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,1866.0
9743,nm2462508,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,1050.0
9744,nm2463111,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2019.0,4077.0
9745,nm2463233,0,0,0,2,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,3,2014.0,1538.0
9746,nm2463304,2,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,2018.0,3524.0
9747,nm2465833,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2018.0,3340.0
9748,nm2469894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,2684.0
9749,nm2476103,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2010.0,1511.0
9750,nm2477891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2,2022.0,62020.0
9751,nm2479548,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2016.0,57.0
9752,nm2479578,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2010.0,1511.0
9753,nm2480339,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2020.0,8132.0
9754,nm2480587,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2008.0,44747.0
9755,nm2481285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,10.0
9756,nm2481369,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2005.0,1110.0
9757,nm2482088,3,0,0,0,0,1,0,2,0,1,0,2,0,0,1,0,1,0,1,0,2,0,0,3,2017.0,157630.0
9758,nm2482152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,1170.0
9759,nm2483574,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,1191.0
9760,nm2486196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,94.0
9761,nm2486358,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2006.0,2072.0
9762,nm2486607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2011.0,1619.0
9763,nm2486745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2017.0,37.0
9764,nm2488216,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2019.0,666.0
9765,nm2488633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,7048.0
9766,nm2488934,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018.0,123.0
9767,nm2489573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014.0,30945.0
9768,nm2491727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,1854.0
9769,nm2492757,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,27.0
9770,nm2493041,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,11755.0
9771,nm2495268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,266.0
9772,nm2495732,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2016.0,51562.0
9773,nm2496474,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2007.0,51.0
9774,nm2497546,2,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,4,2019.0,208833.0
9775,nm2500053,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2023.0,2007.0
9776,nm2500541,2,0,0,1,0,1,0,0,0,2,1,1,0,0,1,0,1,1,0,0,1,0,0,3,2020.0,5375.0
9777,nm2501633,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,8851.0
9778,nm2501703,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2022.0,1287.0
9779,nm2502457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2022.0,1762.0
9780,nm2503036,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2018.0,1198.0
9781,nm2503633,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2012.0,268779.0
9782,nm2504314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,68.0
9783,nm2506835,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,3429.0
9784,nm2507695,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,3,0,0,4,2016.0,7614.0
9785,nm2508341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2016.0,2699.0
9786,nm2508936,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,6478.0
9787,nm2509221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,121.0
9788,nm2509638,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,4474.0
9789,nm2510874,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,1485.0
9790,nm2513693,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2017.0,4007.0
9791,nm2513961,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2016.0,468.0
9792,nm2516860,1,0,2,2,0,0,0,0,0,1,1,2,0,0,0,0,1,1,1,0,0,0,0,2,2006.0,3273.0
9793,nm2516915,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,308.0
9794,nm2518118,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2020.0,11745.0
9795,nm2520393,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,1122.0
9796,nm2521923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,74.0
9797,nm2522719,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2022.0,2812.0
9798,nm2525080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021.0,1125.0
9799,nm2525275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,1761.0
9800,nm2525297,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2022.0,272.0
9801,nm2528451,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,2,2021.0,7922.0
9802,nm2528690,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2020.0,19417.0
9803,nm2528910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2022.0,1198.0
9804,nm2530291,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020.0,23985.0
9805,nm2531261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2022.0,9856.0
9806,nm2534923,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,10539.0
9807,nm2535158,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,11.0
9808,nm2536997,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,2,2019.0,2588.0
9809,nm2537631,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2020.0,6315.0
9810,nm2537879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2023.0,4284.0
9811,nm2543162,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2015.0,3718.0
9812,nm2543774,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2014.0,34730.0
9813,nm2546002,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,347.0
9814,nm2546059,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2017.0,3236.0
9815,nm2547182,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,10749.0
9816,nm2550343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2020.0,1648.0
9817,nm2552536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2010.0,51254.0
9818,nm2553744,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,9387.0
9819,nm2554464,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,3118.0
9820,nm2554792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2013.0,8859.0
9821,nm2556572,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2014.0,29139.0
9822,nm2556707,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,1147.0
9823,nm2557842,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,67.0
9824,nm2559080,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,12090.0
9825,nm2561639,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2011.0,11.0
9826,nm2561940,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2019.0,3004.0
9827,nm2563164,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2019.0,1429.0
9828,nm2564978,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2016.0,3985.0
9829,nm2566876,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2017.0,4702.0
9830,nm2568240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2024.0,2076.0
9831,nm2568279,3,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,2019.0,10224.0
9832,nm2569082,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,4395.0
9833,nm2573005,1,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2018.0,33780.0
9834,nm2573469,0,0,0,3,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2021.0,513.0
9835,nm2573530,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2019.0,34879.0
9836,nm2574581,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2012.0,342.0
9837,nm2574897,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2016.0,32844.0
9838,nm2576729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2020.0,1293.0
9839,nm2577199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2016.0,49084.0
9840,nm2577763,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2011.0,1203.0
9841,nm2577841,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2022.0,1110.0
9842,nm2581581,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2012.0,30918.0
9843,nm2582006,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2019.0,112.0
9844,nm2583364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,1169.0
9845,nm2584046,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2023.0,2254.0
9846,nm2584304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2024.0,28218.0
9847,nm2585406,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,195391.0
9848,nm2585530,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,73.0
9849,nm2586324,1,0,0,1,0,4,0,0,0,2,1,0,0,0,0,2,0,3,0,0,0,0,0,5,2020.0,27725.0
9850,nm2587140,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018.0,8.0
9851,nm2588606,1,0,0,0,2,0,0,2,0,5,0,0,1,3,0,0,0,0,0,0,1,0,0,5,2015.0,233168.0
9852,nm2588618,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2014.0,1675.0
9853,nm2589757,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2019.0,86.0
9854,nm2591865,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,13780.0
9855,nm2593537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2023.0,5803.0
9856,nm2593979,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,14787.0
9857,nm2596636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2016.0,4188.0
9858,nm2598105,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023.0,13.0
9859,nm2598995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2020.0,10035.0
9860,nm2603743,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020.0,884.0
9861,nm2604836,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,243.0
9862,nm2604863,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2020.0,8644.0
9863,nm2605079,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2023.0,193.0
9864,nm2605386,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,3100.0
9865,nm2606944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2015.0,1472.0
9866,nm2609807,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2020.0,88910.0
9867,nm2610231,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,2,2012.0,38234.0
