,nconst
19100,nm0243355
19101,nm2395887
19102,nm0021899
19103,nm5068576
19104,nm1547859
19105,nm1661334
19106,nm1196161
19107,nm0831690
19108,nm0192845
19109,nm0778343
19110,nm0047259
19111,nm0053190
19112,nm1554601
19113,nm3910931
19114,nm1190816
19115,nm4361978
19116,nm0825748
19117,nm0099797
19118,nm0241222
19119,nm1164602
19120,nm3098802
19121,nm0000631
19122,nm0466153
19123,nm0399737
19124,nm3011011
19125,nm1888091
19126,nm0359734
19127,nm0768957
19128,nm0484907
19129,nm1823283
19130,nm1396121
19131,nm0003697
19132,nm1438228
19133,nm4214224
19134,nm4175844
19135,nm0373055
19136,nm0283816
19137,nm1420377
19138,nm2351920
19139,nm2351144
19140,nm6716793
19141,nm0502954
19142,nm2210720
19143,nm0040939
19144,nm7837906
19145,nm1439346
19146,nm2480339
19147,nm0000186
19148,nm0102516
19149,nm4902126
19150,nm2253613
19151,nm0354091
19152,nm0699095
19153,nm0133899
19154,nm1028302
19155,nm0003418
19156,nm0204628
19157,nm1064292
19158,nm0792263
19159,nm2942187
19160,nm0779433
19161,nm5950300
19162,nm0989305
19163,nm0988803
19164,nm0352780
19165,nm1591542
19166,nm0000941
19167,nm0629272
19168,nm0218393
19169,nm0303032
19170,nm0573732
19171,nm0359918
19172,nm0004303
19173,nm5549531
19174,nm5739373
19175,nm5739362
19176,nm5739368
19177,nm0438090
19178,nm0510912
19179,nm0504642
19180,nm0182891
19181,nm1264352
19182,nm0922903
19183,nm0001752
19184,nm1891632
19185,nm1174251
19186,nm0810706
19187,nm3575912
19188,nm3576329
19189,nm0315430
19190,nm0918326
19191,nm0554532
19192,nm5079253
19193,nm1985352
19194,nm0553439
19195,nm1439346
19196,nm2748359
19197,nm0446539
19198,nm0552565
19199,nm2216739
19200,nm0000146
19201,nm0281598
19202,nm2285536
19203,nm1996918
19204,nm0962729
19205,nm0096375
19206,nm0795290
19207,nm0500610
19208,nm0655683
19209,nm1880984
19210,nm1011775
19211,
19212,nm1011775
19213,
19214,nm0254632
19215,nm2154278
19216,nm0008352
19217,nm1871577
19218,nm2379331
19219,nm2377436
19220,nm2375643
19221,nm0178376
19222,nm1878916
19223,nm0745213
19224,nm1170339
19225,nm3554712
19226,nm1337713
19227,nm1061371
19228,nm0324713
19229,nm1032521
19230,nm0915304
19231,nm2093933
19232,nm0246037
19233,nm0638762
19234,nm1202806
19235,nm0043742
19236,nm1427149
19237,nm0002120
19238,nm0002653
19239,nm0442287
19240,nm0604263
19241,nm1697112
19242,nm0177896
19243,nm0420982
19244,nm0000876
19245,nm0000217
19246,nm4393512
19247,nm0016225
19248,nm0523509
19249,nm0285379
19250,nm0757975
19251,nm0001661
19252,nm1010601
19253,nm0637497
19254,nm2423816
19255,nm1234012
19256,nm0214320
19257,nm3687413
19258,nm2282774
19259,nm1270069
19260,nm0112374
19261,nm0230964
19262,nm0174374
19263,nm0906476
19264,nm0678450
19265,nm2703824
19266,nm6366015
19267,nm0318916
19268,nm0863387
19269,nm0868219
19270,nm1959639
19271,nm0752328
19272,nm5035239
19273,nm2298645
19274,nm0001068
19275,nm0358327
19276,nm1481959
19277,nm0154385
19278,nm8381788
19279,nm2120560
19280,nm2346254
19281,nm0889513
19282,nm0504267
19283,nm4874872
19284,nm0448422
19285,nm2209002
19286,nm4040325
19287,nm1093039
19288,nm1216495
19289,nm0673400
19290,nm1103162
19291,nm0718646
19292,nm2393910
19293,nm4451779
19294,nm1706767
19295,nm0387976
19296,nm0393678
19297,nm0435030
19298,nm1229520
19299,nm2830839
19300,nm0497489
19301,nm3705960
19302,nm0502133
19303,nm3609341
19304,nm3609300
19305,nm0850366
19306,nm0644688
19307,nm0497274
19308,nm1410159
19309,nm0133326
19310,nm1369715
19311,nm1946183
19312,nm0254660
19313,nm0308042
19314,nm3014420
19315,nm3551347
19316,nm0270990
19317,nm0079448
19318,nm8083973
19319,nm0048918
19320,nm1312629
19321,nm0851724
19322,nm1776860
19323,nm1417640
19324,nm3743617
19325,nm0776650
19326,nm1890845
19327,nm0951975
19328,nm1847738
19329,nm1337885
19330,nm1938064
19331,nm0132120
19332,nm6674331
19333,nm1647538
19334,nm0138759
19335,nm1033668
19336,nm3442182
19337,nm1849258
19338,nm1508445
19339,nm0275277
19340,nm0165583
19341,nm0221611
19342,nm2151723
19343,nm0371890
19344,nm3504405
19345,nm0637518
19346,nm1414398
19347,nm1108556
19348,nm2574897
19349,nm2113122
19350,nm1156199
19351,nm1379002
19352,nm1228976
19353,nm2032664
19354,nm0602941
19355,nm2272926
19356,nm0490736
19357,nm0362005
19358,nm1162597
19359,nm0619923
19360,nm0865918
19361,nm1163237
19362,nm4540790
19363,nm3613566
19364,nm1032754
19365,nm0452298
19366,nm0633925
19367,nm0000816
19368,nm3513273
19369,nm0086301
19370,nm0006476
19371,nm0152312
19372,nm0004217
19373,nm0214857
19374,nm0823721
19375,nm0487166
19376,nm0785227
19377,nm1977578
19378,nm1414810
19379,nm0583654
19380,nm0596407
19381,nm2465833
19382,nm1703633
19383,nm0015359
19384,nm1423438
19385,nm0733263
19386,nm0345174
19387,nm1509478
19388,nm1343394
19389,nm4382197
19390,nm1935753
19391,nm2008414
19392,nm2026560
19393,nm0436784
19394,nm1082611
19395,nm4017355
19396,nm0200702
19397,nm1905909
19398,nm3317950
19399,nm0531817
19400,nm0708903
19401,nm0490771
19402,nm0490773
19403,nm0138620
19404,nm0000419
19405,nm1532523
19406,nm1534497
19407,nm3332970
19408,nm0191712
19409,nm0121871
19410,nm4193707
19411,nm1656967
19412,nm0806912
19413,nm1738715
19414,nm1098493
19415,nm0006846
19416,nm0002167
19417,nm1310723
19418,nm3384529
19419,nm0414337
19420,nm0770942
19421,nm1437690
19422,nm0230695
19423,nm2961289
19424,nm1827931
19425,nm3929259
19426,nm2379331
19427,nm2377436
19428,nm2375643
19429,nm2764304
19430,nm0000759
19431,nm0227540
19432,nm0485878
19433,nm0011639
19434,nm0843467
19435,nm1847738
19436,nm1553504
19437,nm1214137
19438,nm1016428
19439,nm1979385
19440,nm5917942
19441,nm1369800
19442,nm0231999
19443,nm0431956
19444,nm3584231
19445,nm2381441
19446,nm0669704
19447,nm0154385
19448,nm5050824
19449,nm2753976
19450,nm1816428
19451,nm0307531
19452,nm2379028
19453,nm2939767
19454,nm0702863
19455,nm0006845
19456,nm2513693
19457,nm1830380
19458,nm0001241
19459,nm1273344
19460,nm2756007
19461,nm0075696
19462,nm0000095
19463,nm2618764
19464,nm1732946
19465,nm1729104
19466,nm2805715
19467,nm0000517
19468,nm2370148
19469,nm0514546
19470,nm1113528
19471,nm0257471
19472,nm1510800
19473,nm0401203
19474,nm1572239
19475,nm3597828
19476,nm0000386
19477,nm0077002
19478,nm0001709
19479,nm2197025
19480,nm1973681
19481,nm1601882
19482,nm0601781
19483,nm3440937
19484,nm0425364
19485,nm0405605
19486,nm0503259
19487,nm1348707
19488,nm2883649
19489,nm0002253
19490,nm4800248
19491,nm0687042
19492,nm0252961
19493,nm0001752
19494,nm0697936
19495,nm1315409
19496,nm0954655
19497,nm0954658
19498,nm2790548
19499,nm0794048
19500,nm0994538
19501,nm2039399
19502,nm1224299
19503,nm0925234
19504,nm1921345
19505,nm1357855
19506,nm0724938
19507,nm0733263
19508,nm1037221
19509,nm0951197
19510,nm0000591
19511,nm0109359
19512,nm0481451
19513,nm1148550
19514,nm3638923
19515,nm0709726
19516,nm0393254
19517,nm1826454
19518,nm1411972
19519,nm0188722
19520,nm2024774
19521,nm0432627
19522,nm0200452
19523,nm0001770
19524,nm1731154
19525,nm0123353
19526,nm2347373
19527,nm1415540
19528,nm0362566
19529,nm1625151
19530,nm4945419
19531,nm0851752
19532,nm2060444
19533,nm2770831
19534,nm0166438
19535,nm1175459
19536,nm1746572
19537,nm1227232
19538,nm0818485
19539,nm0629326
19540,nm1033517
19541,nm1012501
19542,nm0038875
19543,nm0753423
19544,nm0268543
19545,nm0551128
19546,nm0814469
19547,nm3262328
19548,nm2015017
19549,nm0448757
19550,nm3394592
19551,nm0766263
19552,nm2670218
19553,nm2032664
19554,nm0327120
19555,nm0759368
19556,nm2873754
19557,nm5074783
19558,nm1557594
19559,nm0393254
19560,nm0284774
19561,nm3616958
19562,nm1475479
19563,nm3226379
19564,nm1048541
19565,nm1083540
19566,nm1104118
19567,nm0475905
19568,nm0319659
19569,nm0499488
19570,nm0957794
19571,nm3372724
19572,nm2035886
19573,nm0394024
19574,nm2443600
19575,nm2441296
19576,nm3503400
19577,nm2171388
19578,nm2277869
19579,nm5192757
19580,nm5239466
19581,nm0000500
19582,nm0000233
19583,nm0370892
19584,nm3851426
19585,nm0803020
19586,nm0425756
19587,nm0582939
19588,nm8417125
19589,nm3525500
19590,nm0264236
19591,nm0740963
19592,nm1788301
19593,nm1142235
19594,nm1923551
19595,nm0919369
19596,nm1377207
19597,nm1238086
19598,nm0773689
19599,nm1639277
19600,nm0001707
19601,nm0317834
19602,nm0757749
19603,nm1695278
19604,nm2041318
19605,nm0660528
19606,nm3229507
19607,nm1622258
19608,nm1347153
19609,nm0000729
19610,nm0767289
19611,nm1726691
19612,nm0132709
19613,nm0501256
19614,nm1478358
19615,nm0948027
19616,nm0110292
19617,nm3006131
19618,nm1267707
19619,nm3537925
19620,nm3537098
19621,nm0407067
19622,nm1156199
19623,nm0269463
19624,nm0586281
19625,nm0304091
19626,nm0133326
19627,nm3536332
19628,nm0942504
19629,nm0348197
19630,nm0174483
19631,nm0444244
19632,nm0274407
19633,nm6563565
19634,nm5430384
19635,nm0001994
19636,nm1286340
19637,nm1121126
19638,nm2618764
19639,nm0133028
19640,nm4193669
19641,nm0457565
19642,nm0005363
19643,nm2812820
19644,nm2197777
19645,nm2903680
19646,nm0069711
19647,nm2561940
19648,nm0821432
19649,nm1458734
19650,nm0769754
19651,nm0190859
19652,nm0424800
19653,nm1586248
19654,nm0000876
19655,nm1248824
19656,nm0442905
19657,nm1653753
19658,nm1543747
19659,nm0770288
19660,nm1641324
19661,nm0745131
19662,nm0456732
19663,nm0545356
19664,nm1703817
19665,nm0006846
19666,nm2192511
19667,nm4503368
19668,nm0935863
19669,nm2337186
19670,nm4355349
19671,nm5674565
19672,nm1052791
19673,nm5634323
19674,nm1830532
19675,nm0683400
19676,nm4475180
19677,nm11592549
19678,nm4475194
19679,nm1210984
19680,nm2091846
19681,nm2099491
19682,nm0506094
19683,nm0936464
19684,nm2386590
19685,nm3106829
19686,nm1717925
19687,nm2509638
19688,nm0064741
19689,nm1245435
19690,nm0452772
19691,nm1991847
19692,nm2153088
19693,nm2125482
19694,
19695,nm0136021
19696,nm2160297
19697,nm6319750
19698,nm0721707
19699,nm0945026
19700,nm0620576
19701,nm0425364
19702,nm0197773
19703,nm1292131
19704,nm0916424
19705,nm0041315
19706,nm0956890
19707,nm2140186
19708,nm0173541
19709,nm0644204
19710,nm2307631
19711,nm0034531
19712,nm1852224
19713,nm3034178
19714,nm3728712
19715,nm6026437
19716,nm1635354
19717,nm0506613
19718,nm0506613
19719,nm2050347
19720,nm1108007
19721,nm0570912
19722,nm0477823
19723,nm5144372
19724,nm1892658
19725,nm1672051
19726,nm1815188
19727,nm6174515
19728,nm0572656
19729,nm0560434
19730,nm0004906
19731,nm1079776
19732,nm0001814
19733,nm3017455
19734,nm0282708
19735,nm0044310
19736,nm0000365
19737,nm1435316
19738,nm3078140
19739,nm1459238
19740,nm0137228
19741,nm0001429
19742,nm0000229
19743,nm3159714
19744,nm3783049
19745,nm1203781
19746,nm4962219
19747,nm4963396
19748,nm2151374
19749,nm0466349
19750,nm0144812
19751,nm3158460
19752,nm0277933
19753,nm1120902
19754,nm1119868
19755,nm1119869
19756,nm0212990
19757,nm3603968
19758,nm1380395
19759,nm0001718
19760,nm3578010
19761,nm0793840
19762,nm1218281
19763,nm1010896
19764,nm0791556
19765,nm0191717
19766,nm1435120
19767,nm1534640
19768,nm1292648
19769,nm2406731
19770,nm0460534
19771,nm1764920
19772,nm2313220
19773,nm0055953
19774,nm0348181
19775,nm1482702
19776,nm0948488
19777,nm1761524
19778,nm0000437
19779,nm0210320
19780,nm0241622
19781,nm1571412
19782,nm1252362
19783,nm0019242
19784,nm0014960
19785,nm6465752
19786,nm1454680
19787,nm4023702
19788,nm6461537
19789,nm6162590
19790,nm2752098
19791,nm6850073
19792,nm0299603
19793,nm0326176
19794,nm1029158
19795,nm0524190
19796,nm0601859
19797,nm0210941
19798,nm0654830
19799,nm3228270
19800,nm1793586
19801,nm9655578
19802,nm1923551
19803,nm5305003
19804,nm1458734
19805,nm0005366
19806,nm1633015
19807,nm0257554
19808,nm2019556
19809,nm1622441
19810,nm1389105
19811,nm0861826
19812,nm2035886
19813,nm0466153
19814,nm0023832
19815,nm0001053
19816,nm0001054
19817,nm0393254
19818,nm1257352
19819,nm4804442
19820,nm0619836
19821,nm1735543
19822,nm0219136
19823,nm2972864
19824,nm2287606
19825,nm0198755
19826,
19827,nm0688132
19828,nm0575523
19829,nm3781554
19830,nm4820952
19831,nm9118043
19832,nm2573530
19833,nm0406334
19834,nm0000160
19835,nm1429471
19836,nm0134559
19837,nm0491708
19838,nm0467219
19839,nm3401779
19840,nm2296528
19841,nm1783265
19842,nm1482702
19843,nm0671210
19844,nm7802941
19845,nm0464846
19846,nm5640721
19847,nm8733001
19848,nm0040939
19849,nm0393254
19850,nm3753276
19851,nm1477692
19852,nm1134029
19853,nm2910657
19854,nm2546059
19855,nm1480916
19856,nm1682573
19857,nm1682573
19858,nm1519253
19859,nm0027271
19860,nm1140275
19861,nm1201869
19862,nm1540404
19863,nm4209430
19864,nm0392237
19865,nm0951975
19866,nm2287741
19867,nm2883649
19868,nm3286105
19869,nm1469191
19870,nm0005572
19871,nm1191481
19872,nm0600409
19873,nm2959497
19874,nm2031842
19875,nm0107774
19876,nm1357921
19877,nm0848992
19878,nm0094524
19879,nm0005101
19880,nm3686896
19881,nm0580351
19882,nm0506518
19883,nm0771054
19884,nm2073372
19885,nm1671995
19886,nm1754478
19887,nm0003620
19888,nm1190532
19889,nm0662529
19890,nm2006019
19891,nm1399714
19892,nm1456816
19893,nm8738653
19894,nm0282064
19895,nm1396593
19896,nm5895463
19897,nm2756735
19898,nm0858061
19899,nm3249706
19900,nm0154385
19901,nm0515005
19902,nm0316306
19903,nm1334526
19904,nm4074404
19905,nm4462129
19906,nm1023919
19907,nm2675885
19908,nm2670218
19909,nm1479854
19910,nm0470081
19911,nm1883042
19912,nm0594503
19913,nm0230666
19914,nm1593802
19915,nm0951197
19916,nm3525861
19917,nm1840911
19918,nm0372366
19919,nm1013662
19920,nm2843837
19921,nm4532152
19922,nm1775177
19923,nm7146814
19924,nm0665016
19925,nm0733749
19926,nm3483676
19927,nm1206844
19928,nm2255926
19929,nm8840476
19930,nm0425364
19931,nm1024677
19932,nm0298807
19933,nm3131342
19934,nm2573005
19935,nm0300866
19936,nm0678857
19937,nm4364444
19938,nm0533284
19939,nm5864799
19940,nm6081402
19941,nm0000915
19942,nm0165866
19943,nm0216858
19944,nm8402757
19945,nm0589182
19946,nm1662707
19947,nm1516572
19948,nm0850173
19949,nm0404067
19950,nm0170043
19951,nm0630112
19952,nm0173101
19953,nm4595176
19954,nm3453283
19955,nm3215397
19956,nm2554464
19957,nm1739338
19958,nm2398585
19959,nm0451799
19960,nm1938064
19961,nm0637518
19962,nm1471372
19963,nm0001403
19964,nm1564617
19965,nm1564649
19966,nm0634240
19967,nm0759819
19968,nm1101310
19969,nm2150730
19970,nm0860483
19971,nm5061479
19972,nm1514537
19973,nm0267287
19974,nm2463233
19975,nm1828040
19976,nm5165413
19977,nm3598014
19978,nm4692684
19979,nm0815204
19980,nm0094435
19981,nm2645944
19982,nm3114621
19983,nm0000801
19984,nm0777881
19985,nm0308520
19986,nm1577772
19987,nm0097517
19988,nm6153366
19989,nm0425557
19990,nm0000165
19991,nm0905592
19992,nm3468066
19993,nm2604863
19994,nm0002700
19995,nm1038286
19996,nm0198746
19997,nm0463359
19998,nm0799050
19999,nm0348181
20000,nm1304308
20001,nm0275250
20002,nm0000142
20003,nm0108132
20004,nm3476432
20005,
20006,nm1096524
20007,nm4209268
20008,nm0285683
20009,nm0500610
20010,nm0180428
20011,nm0309697
20012,nm2927376
20013,nm1020835
20014,nm0565336
20015,nm0806912
20016,nm0000682
20017,nm0796117
20018,nm0002140
20019,nm0711807
20020,nm3771227
20021,nm8953987
20022,nm3336170
20023,nm1561185
20024,nm0239498
20025,nm3848723
20026,nm7328140
20027,nm0788234
20028,nm6053649
20029,nm0603628
20030,nm0203993
20031,nm0823133
20032,nm6344671
20033,nm0349406
20034,nm0891216
20035,nm1443502
20036,nm2250139
20037,nm0001770
20038,nm0693844
20039,nm0076307
20040,nm0200702
20041,nm1049433
20042,nm7214191
20043,nm1243740
20044,nm0284759
20045,nm0038778
20046,nm4900471
20047,nm1018521
20048,nm1922242
20049,nm0339030
20050,nm0915304
20051,nm2647119
20052,nm2707210
20053,nm6089329
20054,nm3613566
20055,nm2621810
20056,nm4462605
20057,nm4461870
20058,nm0310615
20059,nm1365879
20060,nm0396074
20061,nm0378110
20062,nm8169245
20063,nm0520749
20064,nm3950520
20065,nm0133326
20066,nm0276400
20067,nm1553775
20068,nm0030735
20069,nm1079062
20070,nm3830750
20071,nm0361135
20072,nm0178840
20073,nm0662530
20074,nm0098953
20075,nm1189755
20076,nm4259286
20077,nm0000694
20078,nm0509870
20079,nm3500190
20080,
20081,nm1266897
20082,nm0389712
20083,nm5747900
20084,nm1256143
20085,nm0494355
20086,nm0000386
20087,nm2075313
20088,nm6530002
20089,nm1104118
20090,nm1627093
20091,nm1058695
20092,nm0497631
20093,nm0569891
20094,nm1196755
20095,nm0773603
20096,nm1773597
20097,nm3305283
20098,nm9031033
20099,nm0677953
20100,nm0861610
20101,nm0078465
20102,nm0000165
20103,nm3672390
20104,nm0268380
20105,nm0138927
20106,nm0418450
20107,nm0032925
20108,nm2388895
20109,nm1969144
20110,nm0343898
20111,nm2441942
20112,nm7187927
20113,nm2577841
20114,nm0505741
20115,nm0389712
20116,nm0181903
20117,nm0321112
20118,nm4549849
20119,nm0249291
20120,nm3234464
20121,nm3102998
20122,nm1348707
20123,nm2028715
20124,nm0149260
20125,nm0724938
20126,nm2227980
20127,nm1302591
20128,nm1164755
20129,nm9075613
20130,nm0082450
20131,nm0748066
20132,nm2421238
20133,nm0319659
20134,nm1394062
20135,nm0234780
20136,nm0689187
20137,nm1838841
20138,nm8460699
20139,nm1203013
20140,nm2040537
20141,nm0002645
20142,nm1016687
20143,nm1980431
20144,nm0778144
20145,nm4017355
20146,nm0718646
20147,nm0606439
20148,nm3014829
20149,nm0206259
20150,nm2858850
20151,nm4991744
20152,nm2210720
20153,nm0438597
20154,nm2742589
20155,nm2507695
20156,nm0785227
20157,nm0725983
20158,nm1860649
20159,nm0610831
20160,nm3152327
20161,nm0758687
20162,nm0994379
20163,nm0875354
20164,nm0187373
20165,nm0378660
20166,nm1503575
20167,nm0420941
20168,nm3563342
20169,nm0000233
20170,nm1006692
20171,nm2788440
20172,nm1666476
20173,nm1543747
20174,nm0476201
20175,nm0574625
20176,nm0000095
20177,nm0220600
20178,nm0768959
20179,nm1672949
20180,nm3536350
20181,nm3774632
20182,nm0303902
20183,nm0001752
20184,nm2271931
20185,nm0283810
20186,nm1189197
20187,nm1417640
20188,nm3889354
20189,nm1420683
20190,nm1375363
20191,nm0322242
20192,nm0515005
20193,nm4267562
20194,nm0515005
20195,nm0643664
20196,nm1601643
20197,nm1515156
20198,nm1903612
20199,nm5926047
20200,nm1229520
20201,nm0819079
20202,nm1339604
20203,nm0554280
20204,nm1190282
20205,nm1119022
20206,nm1166781
20207,nm0218022
20208,nm1086956
20209,nm0237527
20210,nm3654931
20211,nm1595335
20212,nm0807687
20213,nm1823216
20214,nm1823227
20215,nm0391996
20216,nm0421776
20217,nm1464507
20218,nm0350168
20219,nm0282708
20220,nm0326558
20221,nm0001331
20222,nm0000780
20223,nm2245665
20224,nm2810208
20225,nm1582866
20226,nm9026707
20227,nm0417708
20228,nm2788015
20229,nm0000812
20230,nm0851731
20231,nm0000801
20232,nm0001162
20233,nm2634746
20234,nm1119645
20235,nm1069575
20236,nm0537734
20237,nm2005384
20238,nm1673756
20239,nm1592495
20240,nm0339030
20241,nm0496969
20242,nm4157561
20243,nm0680846
20244,nm1355731
20245,nm2050348
20246,nm0320784
20247,nm0843604
20248,nm2692858
20249,nm2692858
20250,nm4006926
20251,nm6939134
20252,nm0502954
20253,nm0402493
20254,nm5243268
20255,nm0191109
20256,nm1128037
20257,nm3949903
20258,nm0174903
20259,nm1266897
20260,nm2056650
20261,nm2383508
20262,nm0831690
20263,nm2918981
20264,nm1050535
20265,nm2720681
20266,nm1880561
20267,nm2621812
20268,nm2782798
20269,nm0386238
20270,nm2171473
20271,nm0453477
20272,nm5286739
20273,nm3868633
20274,nm1072411
20275,nm0000490
20276,nm4175489
20277,nm1486025
20278,nm0001102
20279,nm0308376
20280,nm0457565
20281,nm0615592
20282,nm3547147
20283,nm7433244
20284,nm2076099
20285,nm2360995
20286,nm0547800
20287,nm1356951
20288,nm0451274
20289,nm0004554
20290,nm0557267
20291,nm1358366
20292,nm0287082
20293,nm1938064
20294,nm1842523
20295,nm1290515
20296,nm2403746
20297,nm1890845
20298,nm0286975
20299,nm1471703
20300,nm3202519
20301,nm5476491
20302,nm1739338
20303,nm5715866
20304,nm0698119
20305,nm0853380
20306,nm1792493
20307,nm1020896
20308,nm0425364
20309,nm2459558
20310,nm3737504
20311,nm0025435
20312,nm2694309
20313,nm0000108
20314,nm5494785
20315,nm0619507
20316,nm8631159
20317,nm3270827
20318,nm0098908
20319,nm0220615
20320,nm9322578
20321,nm1108384
20322,nm2008031
20323,nm2275000
20324,nm0500976
20325,nm3294913
20326,nm0950834
20327,nm0508098
20328,nm7327224
20329,nm2004888
20330,nm0248401
20331,nm0443855
20332,nm0146991
20333,nm1492984
20334,nm0002020
20335,nm1542490
20336,nm8202045
20337,nm0617777
20338,nm1039140
20339,nm0761498
20340,nm0809877
20341,nm2190815
20342,nm0719208
20343,nm4188781
20344,nm4698553
20345,nm2965282
20346,nm2021516
20347,nm1345585
20348,nm4203071
20349,nm0916424
20350,nm9351394
20351,nm1936947
20352,nm0609981
20353,nm0807421
20354,nm1500880
20355,nm0252230
20356,nm3590879
20357,nm0393394
20358,nm0759270
20359,nm1141338
20360,nm0951456
20361,nm4922287
20362,nm9279546
20363,nm1646024
20364,nm0900284
20365,nm0380831
20366,nm0373282
20367,nm1145920
20368,nm0090386
20369,nm1899608
20370,nm3734458
20371,nm1160962
20372,nm1413364
20373,nm2010936
20374,nm1465130
20375,nm0110300
20376,nm0697656
20377,nm3819217
20378,nm2911073
20379,nm5533403
20380,nm0959994
20381,nm2463111
20382,nm2047156
20383,nm3282884
20384,nm0629933
20385,nm2906907
20386,nm1159483
20387,nm0633542
20388,nm0422367
20389,nm0370510
20390,nm1920049
20391,nm0341737
20392,nm1618296
20393,nm1656178
20394,nm0494069
20395,nm0002739
20396,nm0325603
20397,nm4691454
20398,nm1287124
20399,nm0005618
20400,nm0053228
20401,nm0638080
20402,nm1564809
20403,nm0001747
20404,nm1864206
20405,nm1460195
20406,nm0788202
20407,nm0138620
20408,nm1088461
20409,nm2671270
20410,nm8083973
20411,nm0935863
20412,nm0920185
20413,nm0000876
20414,nm0000809
20415,nm0000110
20416,nm0166394
20417,nm2268736
20418,nm0093081
20419,nm1377689
20420,nm3792134
20421,nm0015359
20422,nm2375463
20423,nm1476102
20424,nm1365879
20425,nm0018132
20426,nm0353893
20427,nm0343706
20428,nm2510874
20429,nm8146933
20430,nm8146932
20431,nm3792517
20432,nm1723335
20433,nm1962311
20434,nm2536997
20435,nm2300570
20436,nm0212990
20437,nm1207246
20438,nm2105039
20439,nm0404882
20440,nm4014166
20441,nm0109273
20442,nm0239001
20443,nm2522719
20444,nm0399630
20445,nm0236226
20446,nm0603299
20447,nm0069166
20448,nm0847859
20449,nm2000954
20450,nm1031639
20451,nm0853238
20452,nm0844333
20453,nm0006846
20454,nm0447695
20455,nm2556572
20456,nm2858850
20457,nm3526993
20458,nm0868219
20459,nm0178376
20460,nm2568279
20461,nm0946521
20462,nm1848388
20463,nm0770018
20464,nm0297590
20465,nm3053575
20466,nm2683602
20467,nm0478418
20468,nm0791672
20469,nm2151374
20470,nm1879267
20471,nm3011011
20472,nm1888091
20473,nm0795290
20474,nm1690765
20475,nm0000420
20476,nm1841530
20477,nm4170048
20478,nm2275000
20479,nm0994553
20480,nm0375691
20481,nm0484907
20482,nm2366012
20483,nm2419470
20484,nm2438791
20485,nm4907810
20486,nm3441256
20487,nm1106163
20488,nm4904460
20489,nm0900251
20490,nm2182866
20491,nm0024622
20492,nm0067457
20493,nm2398538
20494,nm2270017
20495,nm3166992
20496,nm4135794
20497,nm1068186
20498,nm0434806
20499,nm1210360
20500,nm0102873
20501,nm3347961
20502,nm1750425
20503,nm6849061
20504,nm0000491
20505,nm7742589
20506,nm2856727
20507,nm3308584
20508,nm4895233
20509,nm5117369
20510,nm5627015
20511,nm0343185
20512,nm3263357
20513,nm5820154
20514,nm0572870
20515,nm0001579
20516,nm1942069
20517,nm0001392
20518,nm0393254
20519,nm0994379
20520,nm4940051
20521,nm3374835
20522,nm2389363
20523,nm1534594
20524,nm1531686
20525,nm1305002
20526,nm1183164
20527,nm9590075
20528,nm0442109
20529,nm2967345
20530,nm3504405
20531,nm0501548
20532,nm1240716
20533,nm0127894
20534,nm0742941
20535,nm4938950
20536,nm4777635
20537,nm4776740
20538,nm3687830
20539,nm1886112
20540,nm0082841
20541,nm0853238
20542,nm0000142
20543,nm1074134
20544,nm0619110
20545,nm0687042
20546,nm0710277
20547,nm1267707
20548,nm1840195
20549,nm0440458
20550,nm0000500
20551,nm0188165
20552,nm5106831
20553,nm1183164
20554,nm0497274
20555,nm3211470
20556,nm2391575
20557,nm0294505
20558,nm0005363
20559,nm0001338
20560,nm1098493
20561,nm3685937
20562,nm4996483
20563,nm2113089
20564,nm3413681
20565,nm1594248
20566,nm3088151
20567,nm1139726
20568,nm0153774
20569,nm0345615
20570,nm6120217
20571,nm1476102
20572,nm2528690
20573,nm2419910
20574,nm1125745
20575,nm2670218
20576,nm2032664
20577,nm0433580
20578,nm0259847
20579,nm0345294
20580,nm0345307
20581,nm0755158
20582,nm0412247
20583,nm9640880
20584,nm1119880
20585,nm1411972
20586,nm0294457
20587,nm1709225
20588,nm0147985
20589,nm0284774
20590,nm0323886
20591,nm3797522
20592,nm2366871
20593,nm3299248
20594,nm0466153
20595,nm0308039
20596,nm3066492
20597,nm1785320
20598,nm5995018
20599,nm0000965
20600,nm0434806
20601,nm0001675
20602,nm1879912
20603,nm1202276
20604,nm2341549
20605,nm0393234
20606,nm2951802
20607,nm0697656
20608,nm0654830
20609,nm0063769
20610,nm7626019
20611,nm1347153
20612,nm5959317
20613,nm1147094
20614,nm2757258
20615,nm0519456
20616,nm2632504
20617,nm0000881
20618,nm0225269
20619,nm2997633
20620,nm4114096
20621,nm0851930
20622,nm2024927
20623,nm0585344
20624,nm0717603
20625,nm0507425
20626,nm2010048
20627,nm1420683
20628,nm1802388
20629,nm7916579
20630,nm2891286
20631,nm2782976
20632,nm0001752
20633,nm2708306
20634,nm2385621
20635,nm1272284
20636,nm0957772
20637,nm2270163
20638,nm1079470
20639,nm0432380
20640,nm0003948
20641,nm3302581
20642,nm2776774
20643,nm2725627
20644,nm0484907
20645,nm2347483
20646,nm0994416
20647,nm1820881
20648,nm0057842
20649,nm0688132
20650,nm1098171
20651,nm4860666
20652,nm4860365
20653,nm0997240
20654,nm0922903
20655,nm1174169
20656,nm0629334
20657,nm2812431
