,nconst
20658,nm1731937
20659,nm1709461
20660,nm5396854
20661,nm2160593
20662,nm1189197
20663,nm0625245
20664,nm0133899
20665,nm0462895
20666,nm0797457
20667,nm8083973
20668,nm2183118
20669,nm0899501
20670,nm1077423
20671,nm9313608
20672,nm1091767
20673,nm0948488
20674,nm1228338
20675,nm1071889
20676,nm2008067
20677,nm1260607
20678,nm2888739
20679,nm4885073
20680,nm0715781
20681,nm1994243
20682,nm0834472
20683,nm0798899
20684,nm0781842
20685,nm1942303
20686,nm0957505
20687,nm0008080
20688,nm0106456
20689,nm1717957
20690,nm0777498
20691,nm0204628
20692,nm0181117
20693,nm0909568
20694,nm1462495
20695,nm1168135
20696,nm0312315
20697,nm0149446
20698,nm5278287
20699,nm3679540
20700,nm6478535
20701,nm2151556
20702,nm0000264
20703,nm3301836
20704,nm3014722
20705,nm3437699
20706,nm0682301
20707,nm0682342
20708,nm1836315
20709,nm1283911
20710,nm0000932
20711,nm5272733
20712,nm1375024
20713,nm3536577
20714,nm0002240
20715,nm0466153
20716,nm0291205
20717,nm0466901
20718,nm1119868
20719,nm3569165
20720,nm1024677
20721,nm0308520
20722,nm0371890
20723,nm0815204
20724,nm2842319
20725,nm0271402
20726,nm0596407
20727,nm6679051
20728,nm1699934
20729,nm3321297
20730,nm0343903
20731,nm2477891
20732,nm6032354
20733,nm6213280
20734,nm1639292
20735,nm1552771
20736,nm0024909
20737,nm1334526
20738,nm1693690
20739,nm1651701
20740,nm0516360
20741,nm0201094
20742,nm0201095
20743,nm0221611
20744,nm0837839
20745,nm0637615
20746,nm3771823
20747,nm2819449
20748,nm0280396
20749,nm0014960
20750,nm0759368
20751,nm0525659
20752,nm0005363
20753,nm5747900
20754,nm2705923
20755,nm4142927
20756,nm4315078
20757,nm0184108
20758,nm2804532
20759,nm3275420
20760,nm2884474
20761,nm0909735
20762,nm0323239
20763,nm0557789
20764,nm0400850
20765,nm0541562
20766,nm0130714
20767,nm0917405
20768,nm0366004
20769,nm2221724
20770,nm0047028
20771,nm2344305
20772,nm0671640
20773,nm2418675
20774,nm1390562
20775,nm0667015
20776,nm0777881
20777,nm0576987
20778,nm0893556
20779,nm5282604
20780,nm0952583
20781,nm1093728
20782,nm0684877
20783,nm0849747
20784,nm2528451
20785,nm0960495
20786,nm4661972
20787,nm0429774
20788,nm2586324
20789,nm0002728
20790,nm4248415
20791,nm3014863
20792,nm3984512
20793,nm2056836
20794,nm2670218
20795,nm2032664
20796,nm1010213
20797,nm2382037
20798,nm1466691
20799,nm4324803
20800,nm0316795
20801,nm2371802
20802,nm3676311
20803,nm2854747
20804,nm0053228
20805,nm1474337
20806,nm1402202
20807,nm1216206
20808,nm0200005
20809,nm3414572
20810,nm3232264
20811,nm0037708
20812,nm0245112
20813,nm3743617
20814,nm2705766
20815,nm4462605
20816,nm4461870
20817,nm0108132
20818,nm8272772
20819,nm1309090
20820,nm0003535
20821,nm3519173
20822,nm0491708
20823,nm0177836
20824,nm0640334
20825,nm1017470
20826,nm4306158
20827,nm0614195
20828,nm1286935
20829,nm1226069
20830,nm5959869
20831,nm1918281
20832,nm4219902
20833,nm0005222
20834,nm0229694
20835,nm3301122
20836,nm6676487
20837,nm2171652
20838,nm0233078
20839,nm0000095
20840,nm2621810
20841,nm4892166
20842,nm5181494
20843,nm7082821
20844,nm2569082
20845,nm0942367
20846,nm1780037
20847,nm1288736
20848,nm0364117
20849,nm0919227
20850,nm0082450
20851,nm0000916
20852,nm0601619
20853,nm3226379
20854,nm3792134
20855,nm4724102
20856,nm2180091
20857,nm3106028
20858,nm0125270
20859,nm2304675
20860,nm3511834
20861,nm0820934
20862,nm2146703
20863,nm0923330
20864,nm4111644
20865,nm6286847
20866,nm2852004
20867,nm4099092
20868,nm2518118
20869,nm0619923
20870,nm0865918
20871,nm1095625
20872,nm0275277
20873,nm2209002
20874,nm0249897
20875,nm0475905
20876,nm1047532
20877,nm0625356
20878,nm0000464
20879,nm4528931
20880,nm4568586
20881,nm1435237
20882,nm0776271
20883,nm0935253
20884,nm0585011
20885,nm4050491
20886,nm0592135
20887,nm2027419
20888,nm2029443
20889,nm0393254
20890,nm0909084
20891,nm5194305
20892,nm0236451
20893,nm0471086
20894,nm2465833
20895,nm1680315
20896,nm4455533
20897,nm2260751
20898,nm4008890
20899,nm2830283
20900,nm2830317
20901,nm6096597
20902,nm0994499
20903,nm0001829
20904,nm0515005
20905,nm4982437
20906,nm0515005
20907,nm0000953
20908,nm5107883
20909,nm0061982
20910,nm3235877
20911,nm1530433
20912,nm2067421
20913,nm0230859
20914,nm4170048
20915,nm0821128
20916,nm0513554
20917,nm1437652
20918,nm8381788
20919,nm2120560
20920,nm0853238
20921,nm3952728
20922,nm1170855
20923,nm1883257
20924,nm7811856
20925,nm0001348
20926,nm0801885
20927,nm0863807
20928,nm1938064
20929,nm0425364
20930,nm6256892
20931,nm2598995
20932,nm0027572
20933,nm3613566
20934,nm1242062
20935,nm0795290
20936,nm4007200
20937,nm1012102
20938,nm4114096
20939,nm0951197
20940,nm2033604
20941,nm2155757
20942,nm0126492
20943,nm0378932
20944,nm1362893
20945,nm3012171
20946,nm3030296
20947,nm8438853
20948,nm0356017
20949,nm1235963
20950,nm1520649
20951,nm1301113
20952,nm3033662
20953,nm4145507
20954,nm9630405
20955,nm2972864
20956,nm2614266
20957,nm2613934
20958,nm6811599
20959,nm5868577
20960,nm0495898
20961,nm1011820
20962,nm1092087
20963,nm0426059
20964,nm3814248
20965,nm0827830
20966,nm0839064
20967,nm3505289
20968,nm0935664
20969,nm0146341
20970,nm0737517
20971,nm4631348
20972,nm0782430
20973,nm3028737
20974,nm4738404
20975,nm2092965
20976,nm1334869
20977,nm0935863
20978,nm1465431
20979,nm0174551
20980,nm1444412
20981,nm0424800
20982,nm4352422
20983,nm2530291
20984,nm0998110
20985,
20986,nm1162544
20987,nm9607852
20988,nm0799693
20989,nm4344290
20990,nm1227232
20991,nm3241497
20992,nm3317268
20993,nm2720681
20994,nm0863477
20995,nm1804518
20996,nm5155533
20997,nm0368057
20998,nm0242757
20999,nm0604335
21000,nm0540009
21001,nm3930165
21002,nm1918140
21003,nm1823264
21004,nm3389464
21005,nm0477041
21006,nm0465484
21007,nm0813301
21008,nm3976308
21009,nm2125482
21010,nm0896139
21011,nm0562775
21012,nm3926624
21013,nm0920492
21014,nm3634704
21015,nm3203005
21016,nm3924049
21017,nm3451430
21018,nm2270576
21019,nm3564996
21020,nm2704505
21021,nm2700559
21022,nm0094274
21023,nm1469305
21024,nm1950742
21025,nm0203390
21026,nm0006339
21027,nm3204449
21028,nm0716814
21029,nm1060930
21030,nm0728048
21031,nm0310673
21032,nm1992193
21033,nm0001331
21034,nm0768957
21035,nm4013000
21036,nm10162345
21037,nm0500988
21038,nm0829537
21039,nm0674020
21040,nm7642612
21041,nm0008352
21042,nm5367831
21043,nm0180902
21044,nm3011011
21045,nm1888091
21046,nm1935753
21047,nm1262711
21048,nm0766263
21049,nm3306595
21050,nm0350454
21051,nm2278027
21052,nm0512862
21053,nm5071788
21054,nm2298645
21055,nm0604335
21056,nm3659318
21057,nm3363032
21058,nm2126446
21059,nm0795290
21060,nm0004689
21061,nm2694389
21062,nm0408043
21063,nm2563164
21064,nm0751577
21065,nm0751648
21066,nm0275698
21067,nm5277246
21068,nm0241173
21069,nm2201717
21070,nm0001557
21071,nm0000382
21072,nm2035886
21073,nm1339400
21074,nm0846590
21075,nm10201503
21076,nm1760751
21077,nm1031246
21078,nm3938246
21079,nm2908135
21080,nm3192986
21081,nm1267707
21082,nm0131837
21083,nm2630323
21084,nm0614222
21085,nm0506165
21086,nm2854538
21087,nm1836315
21088,nm2609807
21089,nm0600684
21090,nm1324730
21091,nm1482702
21092,nm0004306
21093,nm3963312
21094,nm1020835
21095,nm0001348
21096,nm2856535
21097,nm0214857
21098,nm0823721
21099,nm0369618
21100,nm1720541
21101,nm2275000
21102,nm0000110
21103,nm0195439
21104,nm0376260
21105,nm0540962
21106,nm2353862
21107,nm2127315
21108,nm1066739
21109,nm0000631
21110,nm4054362
21111,nm1296554
21112,nm0178886
21113,nm7950804
21114,nm0390822
21115,nm0716980
21116,nm1921714
21117,nm2507695
21118,nm1993246
21119,nm0210101
21120,nm0001469
21121,nm1108007
21122,nm0319213
21123,nm1469191
21124,nm4811901
21125,nm0056527
21126,nm2113089
21127,nm1971220
21128,nm1079781
21129,nm0001681
21130,nm0821844
21131,nm0478799
21132,nm1141181
21133,nm4769455
21134,nm0426263
21135,nm0930261
21136,nm2063694
21137,nm0758933
21138,nm1316072
21139,nm0133326
21140,nm0949210
21141,nm0304091
21142,nm2411128
21143,nm2731492
21144,nm0741262
21145,nm2050631
21146,nm3821224
21147,nm0906710
21148,nm0284078
21149,nm0080120
21150,nm3760083
21151,nm3282051
21152,nm0665041
21153,nm1883612
21154,nm4804442
21155,nm0091840
21156,nm0717064
21157,nm0020406
21158,nm1366561
21159,nm4686148
21160,nm1713913
21161,nm0277342
21162,nm0524190
21163,nm0601859
21164,nm3215397
21165,nm0154716
21166,nm0112374
21167,nm0532237
21168,nm0563760
21169,nm1690966
21170,nm5358492
21171,nm1042511
21172,nm3924049
21173,nm8263214
21174,nm8441994
21175,nm2308774
21176,nm0542023
21177,nm0542029
21178,nm0610831
21179,nm0042006
21180,nm0023355
21181,nm0533564
21182,nm0006845
21183,nm3229507
21184,nm0807687
21185,nm2423816
21186,nm0818746
21187,nm0000600
21188,nm1665932
21189,nm0298807
21190,nm7947822
21191,nm1396121
21192,nm2069622
21193,nm2445201
21194,nm0007045
21195,nm0918211
21196,
21197,nm2450688
21198,nm2603743
21199,nm0232180
21200,nm2522719
21201,nm0795290
21202,nm2013191
21203,nm1306819
21204,nm1304669
21205,nm0001206
21206,nm3817317
21207,nm0309996
21208,nm0001994
21209,nm1720541
21210,nm8575502
21211,nm5263494
21212,nm1738082
21213,nm2972328
21214,nm1425958
21215,nm0554280
21216,nm10369087
21217,nm4998869
21218,nm1060975
21219,nm0001747
21220,nm1118229
21221,nm0000217
21222,nm2320725
21223,nm0350168
21224,nm6461537
21225,nm1494818
21226,nm3573977
21227,nm3584680
21228,nm0003160
21229,nm0001068
21230,nm1363250
21231,nm1580890
21232,nm0130991
21233,nm10408302
21234,nm3117666
21235,nm2634746
21236,nm3232264
21237,nm2193504
21238,nm2294243
21239,nm9424800
21240,nm0942367
21241,nm3574246
21242,nm9957570
21243,nm1985490
21244,nm2698215
21245,nm1202276
21246,nm4080113
21247,nm1878916
21248,nm1490123
21249,nm0767160
21250,nm0502497
21251,nm1139726
21252,nm3715815
21253,nm6258088
21254,nm1226108
21255,nm0757318
21256,nm0031976
21257,nm0601337
21258,nm1755396
21259,nm5382382
21260,nm4074404
21261,nm4074404
21262,nm2335900
21263,nm0241622
21264,nm1898286
21265,nm1767240
21266,nm10725242
21267,nm1410159
21268,nm0831557
21269,nm1906430
21270,nm0297202
21271,nm0501256
21272,nm1029961
21273,nm4888030
21274,nm1301190
21275,nm2178754
21276,nm1166926
21277,nm8391920
21278,nm1090216
21279,nm0049371
21280,nm9573987
21281,nm1077423
21282,nm1293863
21283,nm0652951
21284,nm0617042
21285,nm10933454
21286,nm2125482
21287,nm0340958
21288,nm0000490
21289,nm0003021
21290,nm3640621
21291,nm3401779
21292,nm2296528
21293,nm2366871
21294,nm2676052
21295,nm1479803
21296,nm1635570
21297,nm2778420
21298,nm3489851
21299,nm2161247
21300,nm0689708
21301,nm3014420
21302,nm0004906
21303,nm2355292
21304,nm0305368
21305,nm3021346
21306,nm3494602
21307,nm2677390
21308,nm1987793
21309,nm0170043
21310,nm1990586
21311,nm1138210
21312,nm3295069
21313,nm0038811
21314,nm0489309
21315,nm0261629
21316,nm1594248
21317,nm0733263
21318,nm1932959
21319,nm2889273
21320,nm1431281
21321,nm1589515
21322,nm0038896
21323,nm0238757
21324,nm5844211
21325,nm2818863
21326,nm2268014
21327,nm0284774
21328,nm0550881
21329,nm3268280
21330,nm3608044
21331,nm3817317
21332,nm0474955
21333,nm0925870
21334,nm3541432
21335,nm3039295
21336,nm0330347
21337,nm0817447
21338,nm0605137
21339,nm0528186
21340,nm3465317
21341,nm4802773
21342,nm2128335
21343,nm1315212
21344,nm3976308
21345,nm3555793
21346,nm0236226
21347,nm1630273
21348,nm1193346
21349,nm1415268
21350,nm0440924
21351,nm0060430
21352,nm0013221
21353,nm0115657
21354,nm0232540
21355,nm0201063
21356,nm0702429
21357,nm0396136
21358,nm0596850
21359,nm0894577
21360,nm0167489
21361,nm0769256
21362,nm0216381
21363,nm0002193
21364,nm0245213
21365,nm0309212
21366,nm0096180
21367,nm0222545
21368,nm0001905
21369,nm0301422
21370,nm0232540
21371,nm0950109
21372,nm0320274
21373,nm0216622
21374,nm0243302
21375,nm0583310
21376,nm0003606
21377,nm0092330
21378,nm0160108
21379,nm0163229
21380,nm0213940
21381,nm0001031
21382,nm0180456
21383,nm0003606
21384,nm0504641
21385,nm0342176
21386,nm0653620
21387,nm0440924
21388,nm0236617
21389,nm0005895
21390,nm0147158
21391,nm0897616
21392,nm0272749
21393,nm0688646
21394,nm0216381
21395,nm0040150
21396,nm0483812
21397,nm0070670
21398,nm0604362
21399,nm0619620
21400,nm0138893
21401,nm0060430
21402,nm0200877
21403,nm0335093
21404,nm0092330
21405,nm0222545
21406,nm0802563
21407,nm0003606
21408,nm0478800
21409,nm0223622
21410,nm0671862
21411,nm0136232
21412,nm0146760
21413,nm0002193
21414,nm0653620
21415,nm0003408
21416,nm0060430
21417,nm0002165
21418,nm0350785
21419,nm0232540
21420,nm0381206
21421,nm0896813
21422,nm0136232
21423,nm0016805
21424,nm0885504
21425,nm0396136
21426,nm0238810
21427,nm0445026
21428,nm0894577
21429,nm0344933
21430,nm0402161
21431,nm0491626
21432,nm0596850
21433,nm0092380
21434,nm0002193
21435,nm0335133
21436,nm0029234
21437,nm0290802
21438,nm0898373
21439,nm0319790
21440,nm0926771
21441,nm0161785
21442,nm0498693
21443,nm0216381
21444,nm0610115
21445,nm0744364
21446,nm0163229
21447,nm0869645
21448,nm0096180
21449,nm0096180
21450,nm0006620
21451,nm0200252
21452,nm0065449
21453,nm0002193
21454,nm0003408
21455,nm0599044
21456,nm0040150
21457,nm0126864
21458,nm0344933
21459,nm0596850
21460,nm0245213
21461,nm0520804
21462,nm0584794
21463,nm0092330
21464,nm0126864
21465,nm0138893
21466,nm0220227
21467,nm0196377
21468,nm0029234
21469,nm0549650
21470,nm0167496
21471,nm0898373
21472,nm0160108
21473,nm0213940
21474,nm0213940
21475,nm0089958
21476,nm0402161
21477,nm0726544
21478,nm0491626
21479,nm0133424
21480,nm0001031
21481,nm0002165
21482,nm0055303
21483,nm0092330
21484,nm0688646
21485,nm0041642
21486,nm0667666
21487,nm0053084
21488,nm0087704
21489,nm0111302
21490,nm0163229
21491,nm0305557
21492,nm0016805
21493,nm0750880
21494,nm0671862
21495,nm0599044
21496,nm0003606
21497,nm0001031
21498,nm0218840
21499,nm0223581
21500,nm0309212
21501,nm0006620
21502,nm0087126
21503,nm0001905
21504,nm0290802
21505,nm0161716
21506,nm0717025
21507,nm0003606
21508,nm0320833
21509,nm0684510
21510,nm0671862
21511,nm0483738
21512,nm0222545
21513,nm0042159
21514,nm0222545
21515,nm0155469
21516,nm0898373
21517,nm0479720
21518,nm0859436
21519,nm0002216
21520,nm0245213
21521,nm0092330
21522,nm0671862
21523,nm0898373
21524,nm0479720
21525,nm0335093
21526,nm0053084
21527,nm0511727
21528,nm0001905
21529,nm0147158
21530,nm0240203
21531,nm0003408
21532,nm0499077
21533,nm0335093
21534,nm0002193
21535,nm0283841
21536,nm0744364
21537,nm0649096
21538,nm0491626
21539,nm0105693
21540,nm0674529
21541,nm0688646
21542,nm0220227
21543,nm0006620
21544,nm0504641
21545,nm0440924
21546,nm0216381
21547,nm0147158
21548,nm0147158
21549,nm0006620
21550,nm0096180
21551,nm0433267
21552,nm0529612
21553,nm0223622
21554,nm0767110
21555,nm0001945
21556,nm0084492
21557,nm0369207
21558,nm0851724
21559,nm0160108
21560,nm0342176
21561,nm0596850
21562,nm0002216
21563,nm0166996
21564,nm0304098
21565,nm0100284
21566,nm0049729
21567,nm0105693
21568,nm0745541
21569,nm0856267
21570,nm0160108
21571,nm0320833
21572,nm0440924
21573,nm0006620
21574,nm0213940
21575,nm0222545
21576,nm0684510
21577,nm0184150
21578,nm0491626
21579,nm0237836
21580,nm0396136
21581,nm0111302
21582,nm0126864
21583,nm0001031
21584,nm0000419
21585,nm0339683
21586,nm0394687
21587,nm0671862
21588,nm0290802
21589,nm0500988
21590,nm0596850
21591,nm0688646
21592,nm0740067
21593,nm0065449
21594,nm0340894
21595,nm0396136
21596,nm0166996
21597,nm0796194
21598,nm0335093
21599,nm0491626
21600,nm0133424
21601,nm0161785
21602,nm0292720
21603,nm0147321
21604,nm0243770
21605,nm0042159
21606,nm0004654
21607,nm0292720
21608,nm0126864
21609,nm0483738
21610,nm0402161
21611,nm0163229
21612,nm0649096
21613,nm0129830
21614,nm0237836
21615,nm0216381
21616,nm0478800
21617,nm0100171
21618,nm0001031
21619,nm0723827
21620,nm0290802
21621,nm0465461
21622,nm0598214
21623,nm0812750
21624,nm0002216
21625,nm0003408
21626,nm0335133
21627,nm0688646
21628,nm0220227
21629,nm0335133
21630,nm0065449
21631,nm0147158
21632,nm0240203
21633,nm0891580
21634,nm0478800
21635,nm0003606
21636,nm0689554
21637,nm0422252
21638,nm0021392
21639,nm0163034
21640,nm0308042
21641,nm0092330
21642,nm0360528
21643,nm0220227
21644,nm0006620
21645,nm0609741
21646,nm0001238
21647,nm0526815
21648,nm0006620
21649,nm0671862
21650,nm0478800
21651,nm0292720
21652,nm0078705
21653,nm0335093
21654,nm0126864
21655,nm0956643
21656,nm0222545
21657,nm0688646
21658,nm0001031
21659,nm0216381
21660,nm0243354
21661,nm0005783
21662,nm0699750
21663,nm0222545
21664,nm0243921
21665,nm0780915
21666,nm0006954
21667,nm0262402
21668,nm0160108
21669,nm0499077
21670,nm0001031
21671,nm0160108
21672,nm0003408
21673,nm0216381
21674,nm0478800
21675,nm0216381
21676,nm0065449
21677,nm0074966
21678,nm0746740
21679,nm0292720
21680,nm0001120
21681,nm0853404
21682,nm0152569
21683,nm0478800
21684,nm0004654
21685,nm0609741
21686,nm0092372
21687,nm0335133
21688,nm0491626
21689,nm0092330
21690,nm0498877
21691,nm0747064
21692,nm0396136
21693,nm0422252
21694,nm0001905
21695,nm0000419
21696,nm0412235
21697,nm0459017
21698,nm0500988
21699,nm0308042
21700,nm0596850
21701,nm0002193
21702,nm0006615
21703,nm0003606
21704,nm0000419
21705,nm0163095
21706,nm0147158
21707,nm0006954
21708,nm0393124
21709,nm0097259
21710,nm0136232
21711,nm0002020
21712,nm0232540
21713,nm0133424
21714,nm0500988
21715,nm0099984
21716,nm0174452
21717,nm0869473
21718,nm0729626
21719,nm0143007
21720,nm0222545
21721,nm0499077
21722,nm0742985
21723,nm0001501
21724,nm0096180
21725,nm0146760
21726,nm0308042
21727,nm0423644
21728,nm0183716
21729,nm0427137
21730,nm0006620
21731,nm0257992
21732,nm0730237
21733,nm0138893
21734,nm0092330
21735,nm0517705
21736,nm0701773
21737,nm0323582
21738,nm0042159
21739,nm0002192
21740,nm0005895
21741,nm0320510
21742,nm0078464
21743,nm0001031
21744,
21745,nm0150057
21746,nm0335093
21747,nm0887708
21748,
21749,nm0217974
21750,nm0217762
21751,nm0873006
21752,nm0003408
21753,nm0550144
21754,nm0360528
21755,nm0689554
21756,nm0102566
21757,nm0950109
21758,nm0288399
21759,nm0439767
21760,nm0466010
21761,nm0849609
21762,nm0147158
21763,nm0163095
21764,nm0002216
21765,nm0037870
21766,nm0698982
21767,nm0243921
21768,nm0171771
21769,nm0238385
21770,nm0000091
21771,nm0042159
21772,nm0220795
21773,nm0016805
21774,nm0173213
21775,nm0360528
21776,nm0211548
21777,nm0379150
21778,nm0441716
21779,
21780,nm0001945
21781,nm0435728
21782,nm0222545
21783,nm0029242
21784,nm0216381
21785,nm0869473
21786,nm0021392
21787,nm0612474
21788,nm0342176
21789,nm0323582
21790,nm0479721
21791,nm0500988
21792,nm0405759
21793,nm0205844
21794,nm0006620
21795,nm0010544
21796,nm0150057
21797,nm0086116
21798,nm0002165
21799,nm0003408
21800,nm0562992
21801,nm0102722
21802,nm0445026
21803,nm0003606
21804,nm0195327
21805,nm0799445
21806,nm0001945
21807,nm0016805
21808,nm0683012
21809,nm0092372
21810,nm0002192
21811,nm0603587
21812,nm0002192
21813,nm0290802
21814,nm0330848
21815,nm0184170
21816,nm0001905
21817,nm0223106
21818,nm0137466
21819,nm0330848
21820,nm0514822
21821,nm0281865
21822,nm0321676
21823,nm0232540
21824,nm0102722
21825,nm0680018
21826,nm0941545
21827,nm0147158
21828,nm0133424
21829,nm0143007
21830,nm0729626
21831,nm0454879
21832,nm0016805
21833,nm0001945
21834,nm0360528
21835,nm0221861
21836,nm0056019
21837,nm0152149
21838,nm0558062
21839,nm0323582
21840,nm0092372
21841,nm0220795
21842,
21843,nm0248310
21844,nm0236617
21845,nm0042159
21846,nm0006620
21847,nm0029010
21848,nm0138893
21849,nm0744364
21850,nm0360528
21851,nm0596850
21852,nm0267064
21853,nm0304098
21854,nm0257992
21855,nm0021392
21856,nm0220227
21857,nm0783733
21858,nm0173953
21859,nm0126864
21860,nm0096180
21861,nm0491626
21862,nm0243921
21863,nm0682749
21864,nm0491626
21865,nm0768902
21866,nm0167496
21867,nm0612474
21868,nm0137345
21869,nm0730237
21870,nm0049838
21871,nm0438342
21872,nm0140342
21873,nm0003606
21874,nm0320510
21875,nm0222545
21876,nm0217974
21877,nm0849609
21878,nm0092372
21879,nm0500988
21880,nm0335093
21881,nm0220227
21882,nm0609741
21883,nm0086945
21884,nm0873006
21885,nm0076419
21886,nm0816215
21887,nm0092372
21888,nm0125665
21889,nm0505281
21890,nm0078705
21891,nm0257992
21892,nm0006620
21893,nm0003606
21894,nm0308042
21895,nm0167496
21896,nm0001031
21897,nm0494383
21898,nm0001238
21899,nm0001238
21900,nm0000091
21901,nm0001238
21902,nm0222545
21903,nm0124950
21904,nm0335133
21905,nm0126864
21906,nm0596850
21907,nm0713551
21908,
21909,nm0147158
21910,nm0454879
21911,
21912,nm0596850
21913,nm0477506
21914,nm0243921
21915,nm0078464
21916,nm0337174
21917,nm0487351
21918,nm0069198
21919,nm0491626
